contest_id,date,rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny,topic,topic_label,month
510,2016-03-07,0,I'm a congressman--obstruction is my job.,1.9130434782608696,0.0940223859061473,69,24,27,18,2,topic_2,2016-03-01
510,2016-03-07,2,Does this suit make me look flat?,1.711111111111111,0.1129146554544009,45,21,16,8,3,topic_3,2016-03-01
510,2016-03-07,4,"I used to lie in the gutter, but then I quit drinking.",1.6176470588235294,0.1336096015898287,34,19,9,6,3,topic_3,2016-03-01
510,2016-03-07,5,"If you can meditate here, you can meditate anywhere.",1.6176470588235294,0.1267635375125547,34,18,11,5,4,topic_4,2016-03-01
510,2016-03-07,3,"When the right woman comes along, I'll know it.",1.625,0.1166570656571728,32,15,14,3,2,topic_2,2016-03-01
510,2016-03-07,6,"Sorry for the inconvenience, I probably should have jumped from a higher window.",1.59375,0.1175984059443203,32,16,13,3,4,topic_4,2016-03-01
510,2016-03-07,7,I've decided to take it lying down.,1.59375,0.1336474584313569,32,18,9,5,4,topic_4,2016-03-01
510,2016-03-07,9,Guess I should have jumped from a few floors higher.,1.5666666666666669,0.1412858302299094,30,18,7,5,3,topic_3,2016-03-01
510,2016-03-07,10,My life has become so pedestrian.,1.5555555555555556,0.1445430301306646,27,16,7,4,2,topic_2,2016-03-01
510,2016-03-07,11,I may have misinterpreted one of the twelve steps.,1.5555555555555556,0.1445430301306646,27,16,7,4,1,topic_1,2016-03-01
510,2016-03-07,13,I'm doing a study on the indifference of man. So far you're all doing great!,1.5384615384615383,0.1384615384615384,26,15,8,3,2,topic_2,2016-03-01
510,2016-03-07,14,Walk around. I'm occupying Wall Street.,1.5384615384615383,0.1491593802281947,26,16,6,4,4,topic_4,2016-03-01
510,2016-03-07,15,I'm waiting for the chalk guy.,1.5384615384615383,0.1491593802281947,26,16,6,4,0,topic_0,2016-03-01
510,2016-03-07,16,You probably know my column: Man on the Street.,1.5384615384615383,0.1268647884805434,26,14,10,2,2,topic_2,2016-03-01
510,2016-03-07,17,Will move for food.,1.5384615384615383,0.1491593802281947,26,16,6,4,5,topic_5,2016-03-01
510,2016-03-07,18,"My therapist is right, I do let everyone walk all over me.",1.52,0.142828568570857,25,15,7,3,2,topic_2,2016-03-01
510,2016-03-07,19,It's the only place that I don't get stepped on.,1.52,0.1540562667772179,25,16,5,4,3,topic_3,2016-03-01
510,2016-03-07,20,"Brother, can you spare a pillow?",1.52,0.1306394529484361,25,14,9,2,4,topic_4,2016-03-01
510,2016-03-07,21,"There's no chalk outline, so I'm cautiously optimistic.",1.52,0.1306394529484361,25,14,9,2,1,topic_1,2016-03-01
510,2016-03-07,22,I want to wake up in a city that doesn't sleep.,1.52,0.1306394529484361,25,14,9,2,4,topic_4,2016-03-01
510,2016-03-07,12,I should have jumped from a higher floor.,1.5416666666666667,0.1343147755728984,24,13,9,2,3,topic_3,2016-03-01
510,2016-03-07,23,The truest path to enlightenment is to be the path,1.5,0.1345954755145413,24,14,8,2,2,topic_2,2016-03-01
510,2016-03-07,24,The city that never lets you sleep.,1.5,0.1474419561548971,24,15,6,3,1,topic_1,2016-03-01
510,2016-03-07,25,"Yup, that's a piano, alright.",1.5,0.1702513061517497,24,17,2,5,1,topic_1,2016-03-01
510,2016-03-07,26,"The homicide detectives went to buy chalk, I'm just filling in.",1.4782608695652173,0.1387346148204288,23,14,7,2,1,topic_1,2016-03-01
510,2016-03-07,27,Sometimes you just have to stop and smell the concrete.,1.4782608695652173,0.152315010814211,23,15,5,3,3,topic_3,2016-03-01
510,2016-03-07,28,I'm trying to understand The Cloud.,1.4782608695652173,0.1647799492938801,23,16,3,4,1,topic_1,2016-03-01
510,2016-03-07,29,That cloud look like a bear to you?,1.4782608695652173,0.1387346148204288,23,14,7,2,1,topic_1,2016-03-01
510,2016-03-07,30,Life can be so pedestrian.,1.4782608695652173,0.1647799492938801,23,16,3,4,6,topic_6,2016-03-01
510,2016-03-07,31,"Yes, I've decided to take this lying down.",1.4545454545454546,0.1430537804489896,22,14,6,2,4,topic_4,2016-03-01
510,2016-03-07,32,I see this job as a stepping stone...,1.4545454545454546,0.1430537804489896,22,14,6,2,7,topic_7,2016-03-01
510,2016-03-07,33,"Because I hit my 10,000 steps goal for today, THAT'S why.",1.4545454545454546,0.1270251147283221,22,13,8,1,2,topic_2,2016-03-01
510,2016-03-07,34,Am I the only one here for the flash mob?,1.4545454545454546,0.1430537804489896,22,14,6,2,4,topic_4,2016-03-01
510,2016-03-07,35,If it weren't for the Brooks Brothers suit you'd call me homeless.,1.4545454545454546,0.1430537804489896,22,14,6,2,1,topic_1,2016-03-01
510,2016-03-07,36,And I just said 'You know what? I AM going to take this lying down.',1.4545454545454546,0.1574591643244433,22,15,4,3,2,topic_2,2016-03-01
510,2016-03-07,37,"Next time I jump, I'll use a higher floor.",1.4545454545454546,0.1574591643244433,22,15,4,3,4,topic_4,2016-03-01
510,2016-03-07,38,"As Airbnbs go, I've had worse.",1.4545454545454546,0.1270251147283221,22,13,8,1,7,topic_7,2016-03-01
510,2016-03-07,40,I wanted to find out what it feels like to be an obstructionist Congress.,1.4285714285714286,0.1304101327393253,21,13,7,1,6,topic_6,2016-03-01
510,2016-03-07,41,"OK, Now I'm ready to do my back",1.4285714285714286,0.1304101327393253,21,13,7,1,4,topic_4,2016-03-01
510,2016-03-07,42,"I guess it gives new meaning to the term ""meeting people from all walks of life""",1.4285714285714286,0.1628822035855911,21,15,3,3,1,topic_1,2016-03-01
510,2016-03-07,43,'I've fallen and I can't get up' doesn't seem to work anymore.,1.4285714285714286,0.1628822035855911,21,15,3,3,3,topic_3,2016-03-01
510,2016-03-07,44,I'm doing my thesis on human empathy and compassion in 2016.,1.4285714285714286,0.1475422227126635,21,14,5,2,2,topic_2,2016-03-01
510,2016-03-07,45,"I'm testing the Ted Cruz theory of ""New York Values"".",1.4285714285714286,0.1475422227126635,21,14,5,2,6,topic_6,2016-03-01
510,2016-03-07,46,I thought this was the trust exercise.,1.4285714285714286,0.1304101327393253,21,13,7,1,7,topic_7,2016-03-01
510,2016-03-07,47,A little more to the left... That's it!,1.4285714285714286,0.1475422227126635,21,14,5,2,1,topic_1,2016-03-01
510,2016-03-07,48,This was much more enjoyable during sundress season.,1.4285714285714286,0.1475422227126635,21,14,5,2,3,topic_3,2016-03-01
510,2016-03-07,49,Why go all the way to the office when people can walk all over me right here.,1.4285714285714286,0.1475422227126635,21,14,5,2,2,topic_2,2016-03-01
510,2016-03-07,50,this looked a lot more private when i booked it,1.4285714285714286,0.1475422227126635,21,14,5,2,7,topic_7,2016-03-01
510,2016-03-07,51,Google maps said this was my therapist's office.,1.4285714285714286,0.1475422227126635,21,14,5,2,7,topic_7,2016-03-01
510,2016-03-07,52,I see late people,1.4285714285714286,0.1475422227126635,21,14,5,2,2,topic_2,2016-03-01
511,2016-03-14,0,I'm hourly.,1.8604651162790695,0.1270736976671446,43,18,13,12,4,topic_4,2016-03-01
511,2016-03-14,1,And one day your son will keep you from having a heart attack.,1.7941176470588236,0.1386168738889622,34,15,11,8,0,topic_0,2016-03-01
511,2016-03-14,2,I wish you had found that yesterday.,1.7419354838709675,0.1464103963601318,31,15,9,7,3,topic_3,2016-03-01
511,2016-03-14,3,"Attention to detail is important, son.",1.7037037037037035,0.1492126994321766,27,13,9,5,2,topic_2,2016-03-01
511,2016-03-14,4,My cardiologist sells them.,1.6923076923076923,0.1443204849176439,26,12,10,4,3,topic_3,2016-03-01
