rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
0,Go and check if it's still raining. I'll wait here.,2.0134297520661155,0.0167708546461456,1936,514,882,540,sarcasm,neutral
1,"Well, I thought your mother was joining us...",1.8654434250764529,0.0312914199103765,654,259,224,171,sarcasm,neutral
2,I thought your mother was joining us.,1.845679012345679,0.0374976658968941,486,209,143,134,sarcasm,neutral
3,I'm in the Wetness Protection Program.,1.818918918918919,0.0412990877093893,370,156,125,89,unknown,neutral
4,"They said, 'widespread showers.'",1.8176470588235292,0.0395943027693536,340,127,148,65,incongruity-absurdity,neutral
7,"Now that the kids are grown, maybe we should downsize.",1.7725856697819315,0.0397615989824573,321,126,142,53,unknown,neutral
5,I doubled my contribution to PBS.,1.7831715210355987,0.0442642173067206,309,134,108,67,exaggeration,positive
8,It's too big to fail.,1.7705479452054795,0.0459777315638214,292,131,97,64,exaggeration,positive
6,I'm under the Wetness Protection Program.,1.7786259541984732,0.0494419599594464,262,119,82,61,unknown,neutral
10,I donated a few million to PBS.,1.7467811158798283,0.0512641880787316,233,108,76,49,exaggeration,neutral
9,You should have seen the mai tai.,1.7567567567567568,0.0524296292558489,222,101,74,47,incongruity-absurdity,neutral
15,I asked for additional coverage and they sent me this.,1.7023255813953488,0.0525276833087676,215,105,69,41,sarcasm,negative
12,Must you stand so close?,1.7121212121212122,0.053726178997468,198,93,69,36,sarcasm,neutral
13,I heard they were calling for widespread showers,1.7091836734693877,0.0502280173357224,196,85,83,28,incongruity-absurdity,neutral
11,I made a really big donation to Channel Thirteen.,1.7180851063829787,0.058922926047245,188,95,51,42,exaggeration,positive
18,The downside is one windy day I ended up in New Jersey.,1.689265536723164,0.0599364081877092,177,92,48,37,exaggeration,negative
17,I thought your mother was coming.,1.6914285714285715,0.0565386778861577,175,84,61,30,wit-surprise,neutral
30,"The umbrella policy is nice, but it provides more coverage than I really need.",1.660919540229885,0.0537585573528283,174,83,67,24,wit-surprise,neutral
19,You should have seen the drink it came in.,1.6878612716763006,0.0583020572424113,173,86,55,32,incongruity-absurdity,neutral
22,It looked smaller on my phone.,1.6785714285714286,0.054273744421937,168,77,68,23,incongruity-absurdity,neutral
31,If the wind picks up we won't need a taxi.,1.6607142857142858,0.0552558124984157,168,81,63,24,incongruity-absurdity,neutral
20,Poppins. James Poppins.,1.6829268292682926,0.0622271675166816,164,86,44,34,wit-surprise,neutral
26,Get your own.,1.675,0.0598412470021079,160,80,52,28,sarcasm,neutral
32,Opening it indoors actually does seem to be bad luck.,1.660377358490566,0.0629845684412805,159,86,41,32,irony,negative
28,It's less about staying dry and more about annoying other people.,1.6730769230769231,0.0561837508324819,156,72,63,21,sarcasm,negative
53,The other ones made me look fat.,1.62987012987013,0.0560046097612936,154,76,59,19,self-deprecating,negative
29,"When it's windy, I can be uptown in seven minutes.",1.6666666666666667,0.0622090752241799,153,79,46,28,incongruity-absurdity,neutral
23,I'm a big hit at the bus stop,1.6778523489932886,0.0596778159568582,149,71,55,23,incongruity-absurdity,positive
25,"I was confused . . . their sign said, ""Giant Umbrella Sale!",1.6756756756756757,0.0644722135406291,148,77,42,29,incongruity-absurdity,neutral
39,"Now that the kids are gone, maybe we should get something smaller.",1.641891891891892,0.0614003819782299,148,77,47,24,incongruity-absurdity,neutral
