rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
0,Should we tell her she's wearing two different shoes?,1.841571609632446,0.0286181182440202,789,327,260,202,sarcasm,neutral
1,She is Henry's only surviving wife.,1.7296137339055797,0.0368301515110416,466,227,138,101,wit-surprise,neutral
2,Should we tell her it's on backwards?,1.6962962962962962,0.0395275580794341,405,208,112,85,sarcasm,neutral
3,So that's where all of the coffee filters went.,1.6773333333333331,0.041017133356174,375,198,100,77,incongruity-absurdity,neutral
4,"Well, it does make her waist look smaller.",1.6702702702702703,0.0388221980684389,370,184,124,62,unknown,neutral
5,It deployed when her carriage rear-ended an ox cart.,1.6619718309859155,0.0404318043210412,355,183,109,63,wit-surprise,neutral
6,"Nah, count the rings. She's definitely pushing 30.",1.6468842729970326,0.0431653494158887,337,186,84,67,sarcasm,neutral
7,It DOES make her butt look smaller.,1.6258064516129032,0.043898347541465,310,172,82,56,sarcasm,neutral
9,I know her but we were never close.,1.6168831168831168,0.0425000538481937,308,167,92,49,unknown,neutral
10,That reminds me...we're out of coffee filters.,1.6041666666666667,0.0441171133055093,288,160,82,46,incongruity-absurdity,neutral
11,I hate fashion week.,1.6013986013986017,0.0470657142407536,286,170,60,56,sarcasm,negative
12,It does make her waist look smaller.,1.597864768683274,0.0424166275845126,281,150,94,37,sarcasm,neutral
13,You should see the chastity belt.,1.5949820788530469,0.0469860786564411,279,165,62,52,unknown,neutral
14,I attempted an ear nibble and her collar bag deployed.,1.5935251798561152,0.045734382121893,278,160,71,47,incongruity-absurdity,neutral
15,They have been selling off the charts since Ann Boleyn lost her head.,1.5897435897435896,0.0437377868031975,273,150,85,38,incongruity-absurdity,negative
16,"Actually, I think that's YOUR wife.",1.5851851851851853,0.0459783935902599,270,156,70,44,sarcasm,neutral
17,New money.,1.58364312267658,0.0470172327573698,269,159,63,47,irony,neutral
18,And that is why it's so important to know the difference between the radius and the diameter.,1.5795454545454546,0.0452759627056015,264,150,75,39,wit-surprise,neutral
8,"Well, look who went out with Lord Hickey last night",1.6197718631178708,0.0453921509470431,263,140,83,40,sarcasm,neutral
19,She hath a hickie.,1.5779467680608366,0.0469905407813146,263,155,64,44,unknown,neutral
20,If I read the rings right she's 26.,1.573076923076923,0.0461804447660189,260,151,69,40,irony,neutral
21,That's Mary Queen of Scots Tissue...,1.5669291338582678,0.0477240566469275,254,152,60,42,unknown,neutral
22,"Why that's Mary, Queen of Scott Tissues.",1.5669291338582678,0.0477240566469275,254,152,60,42,unknown,neutral
23,"Oh, that's just Mary, Queen of Scott tissue.",1.5634920634920637,0.0483693706029275,252,153,56,43,unknown,neutral
24,""" Yon witch doth prophesy 'whiplash' "".",1.562248995983936,0.0468057851366081,249,146,66,37,wit-surprise,neutral
25,You can tell how old she is by counting the rings.,1.562248995983936,0.0481698243941002,249,150,58,41,incongruity-absurdity,neutral
26,She's the only surviving wife of Henry the VIII.,1.562248995983936,0.0485048409659746,249,151,56,42,wit-surprise,neutral
27,We're going to need a bigger guillotine.,1.562248995983936,0.0471504945597642,249,147,64,38,exaggeration,negative
28,It looked smaller on line.,1.556910569105691,0.0462108720908265,246,143,69,34,incongruity-absurdity,neutral
29,"Well, he did behead two of his wives.",1.5551020408163263,0.048480787868891,245,149,56,40,wit-surprise,negative
