contest_id,date,rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
510,2016-03-07,3,"When the right woman comes along, I'll know it.",1.625,0.1166570656571728,32,15,14,3,sarcasm,positive
510,2016-03-07,78,My ex-wife puts you all to shame.,1.3888888888888888,0.1644735886557074,18,13,3,2,sarcasm,negative
510,2016-03-07,86,This is how I met my first wife.,1.3888888888888888,0.1644735886557074,18,13,3,2,irony,neutral
511,2016-03-14,9,I promised to take your mother shoe shopping as soon as I was finished.,1.619047619047619,0.1614840472172682,21,11,7,3,wit-surprise,neutral
511,2016-03-14,12,Your mother doesn't want me hurt. Only humiliated.,1.6,0.1521771820505364,20,10,8,2,sarcasm,negative
511,2016-03-14,14,Because I promised your mother we would talk after I finished the driveway.,1.6,0.1835325870964494,20,12,4,4,irony,neutral
511,2016-03-14,31,"Dad, is this what you meant when you told mom size doesn't matter?",1.5333333333333334,0.1652319197418807,15,8,6,1,sarcasm,neutral
511,2016-03-14,34,Tell your mother I'll be in to meet her parents when I'm done.,1.5294117647058822,0.1740023465617534,17,10,5,2,sarcasm,neutral
511,2016-03-14,41,"""Your mother said we should be spending more time together"".",1.5,0.1290994448735805,16,8,8,0,unknown,neutral
511,2016-03-14,54,It's your Mom's idea.,1.4666666666666666,0.1652319197418807,15,9,5,1,sarcasm,neutral
511,2016-03-14,60,"Quick switch shovels, Moms coming!",1.4666666666666666,0.1652319197418807,15,9,5,1,irony,neutral
511,2016-03-14,61,No Thanks - I'm trying to beat mom's Fitbit total,1.4666666666666666,0.1918994445677132,15,10,3,2,sarcasm,neutral
511,2016-03-14,64,"' Son, when your mother gets like that, this is how you create a little me-time.'",1.4666666666666666,0.1652319197418807,15,9,5,1,sarcasm,neutral
511,2016-03-14,69,You'll understand one day when YOUR mother-in-law is visiting.,1.4666666666666666,0.1918994445677132,15,10,3,2,sarcasm,neutral
512,2016-03-21,76,"""What do you mean you killed your wife""?",1.625,0.3238992347717331,8,5,1,2,sarcasm,negative
513,2016-03-27,74,Did you see the size of that lady's purse?,1.7142857142857142,0.1844277783908292,7,2,5,0,unknown,neutral
514,2016-04-03,79,"Mom and Dad sent you, didn't they?",1.6984126984126984,0.1002682542150743,63,32,18,13,sarcasm,neutral
515,2016-04-10,29,Curing your fear of women was much less painful.,1.7,0.2603416558635552,10,5,3,2,sarcasm,negative
515,2016-04-10,99,"Well, my wife thinks I'm just accident-prone.",1.6,0.2211083193570266,10,5,4,1,self-deprecating,negative
516,2016-04-17,22,I'm certain my wife has no idea I'm cheating on her.,1.9230769230769231,0.1368856186157859,13,2,10,1,sarcasm,negative
516,2016-04-17,34,So ...what are the chances of my ex-wife retaliating?,1.818181818181818,0.2634795772034443,11,5,3,3,unknown,negative
516,2016-04-17,47,I slept with your wife.,1.818181818181818,0.2959785562927219,11,6,1,4,sarcasm,neutral
516,2016-04-17,94,"My wife wants to cement our relationship, whatever that means.",1.7,0.2603416558635552,10,5,3,2,sarcasm,positive
518,2016-05-01,21,Let's live with Mom.,1.6,0.075451202078768,90,48,30,12,irony,neutral
518,2016-05-01,23,Mom took the beach house in the divorce,1.595505617977528,0.0761682943973293,89,48,29,12,irony,neutral
518,2016-05-01,29,"I know where Mom hid his cigarettes, but I'm not tellin'.",1.5789473684210529,0.0863756745620432,76,44,20,12,wit-surprise,neutral
518,2016-05-01,39,I'm thinking it's mom's turn to scoop the box.,1.5606060606060606,0.0893613389253977,66,38,19,9,unknown,neutral
518,2016-05-01,44,"Well, actually, I've accepted it. But mother and the cat are livid.",1.554054054054054,0.0905409549797938,74,46,15,13,irony,negative
518,2016-05-01,45,"Mom's right, we need a cover for this thing.",1.553846153846154,0.0877900939270256,65,37,20,8,incongruity-absurdity,neutral
518,2016-05-01,56,"My therapist says the grains of sand represent the ephemeral nature of acquisition, but Mom just calls him a loser.",1.5405405405405406,0.0885716789592339,74,46,16,12,wit-surprise,negative
519,2016-05-08,62,It's my wife's idiot nephew.,1.6610169491525424,0.0985285354196914,59,30,19,10,sarcasm,negative
520,2016-05-15,73,And these women... They just fall for you?,1.6306306306306306,0.0664138464884665,111,55,42,14,unknown,negative
521,2016-05-22,1,"Well, I thought your mother was joining us...",1.8654434250764529,0.0312914199103765,654,259,224,171,sarcasm,neutral
521,2016-05-22,2,I thought your mother was joining us.,1.845679012345679,0.0374976658968941,486,209,143,134,sarcasm,neutral
521,2016-05-22,17,I thought your mother was coming.,1.6914285714285715,0.0565386778861577,175,84,61,30,sarcasm,neutral
521,2016-05-22,36,My ex-wife got everything except the patio furniture.,1.6470588235294117,0.0660051351454034,119,59,43,17,wit-surprise,neutral
