contest_id,date,rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
510,2016-03-07,13,I'm doing a study on the indifference of man. So far you're all doing great!,1.5384615384615383,0.1384615384615384,26,15,8,3,unknown,positive
510,2016-03-07,16,You probably know my column: Man on the Street.,1.5384615384615383,0.1268647884805434,26,14,10,2,wit-surprise,neutral
510,2016-03-07,20,"Brother, can you spare a pillow?",1.52,0.1306394529484361,25,14,9,2,sarcasm,neutral
510,2016-03-07,69,"Sir, your zipper is open.",1.4210526315789471,0.1588664059322353,19,13,4,2,sarcasm,neutral
510,2016-03-07,95,I'll show YOU man-spreading!,1.375,0.2015564437074637,16,13,0,3,unknown,neutral
510,2016-03-07,100,Man... place sure has changed since I was a kid.,1.3529411764705883,0.1470588235294117,17,12,4,1,unknown,neutral
511,2016-03-14,8,Have you found your brother yet?,1.619047619047619,0.1614840472172682,21,11,7,3,sarcasm,neutral
511,2016-03-14,31,"Dad, is this what you meant when you told mom size doesn't matter?",1.5333333333333334,0.1652319197418807,15,8,6,1,sarcasm,neutral
511,2016-03-14,72,"Oh, so now you don't want the big boy shovel anymore?",1.4666666666666666,0.1333333333333333,15,8,7,0,unknown,negative
511,2016-03-14,74,Because I'm the detail man that's why!!!,1.4666666666666666,0.1652319197418807,15,9,5,1,unknown,positive
511,2016-03-14,77,Don't worry son. You will also be a father someday.,1.4666666666666666,0.1918994445677132,15,10,3,2,sarcasm,positive
512,2016-03-21,9,Man cave yoga is in the back.,1.818181818181818,0.2634795772034443,11,5,3,3,sarcasm,neutral
512,2016-03-21,37,Men always think it's about size.,1.7,0.2603416558635552,10,5,3,2,sarcasm,negative
512,2016-03-21,65,"Please sir, we leave our shoes by the door",1.6666666666666667,0.2886751345948128,9,5,2,2,sarcasm,neutral
512,2016-03-21,83,"No, we can't accommodate man spreading",1.625,0.2630521404045756,8,4,3,1,unknown,negative
513,2016-03-27,3,Don't ask me. I'm just the middle man.,2.0,0.2696799449852968,11,4,3,4,unknown,neutral
513,2016-03-27,56,Everyone wants to get rid of the middle man.,1.8,0.3741657386773941,5,2,2,1,sarcasm,neutral
514,2016-04-03,79,"Mom and Dad sent you, didn't they?",1.6984126984126984,0.1002682542150743,63,32,18,13,sarcasm,neutral
515,2016-04-10,23,This is the worst man cave ever.,1.7333333333333334,0.2281742581087797,15,8,3,4,irony,negative
518,2016-05-01,11,My dad's second childhood is really ruining my first.,1.6666666666666667,0.0679733335403905,123,62,40,21,self-deprecating,negative
518,2016-05-01,52,"Boy, he sure looks different from his playdate.com profile.",1.546875,0.0888911171285696,64,37,19,8,sarcasm,neutral
518,2016-05-01,53,"Your Dad knows it's just a penny, right?",1.542857142857143,0.0805923060040178,70,39,24,7,sarcasm,neutral
