caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
What makes you think he just wants you as something on the side ?,1.8621591333582368,0.0155766738715888,2677,1079,888,710,sarcasm,neutral
"It's perfectly normal to feel depressed around the hollandaise.""",1.8454526621089704,0.0122832218937535,4827,2188,1197,1442,sarcasm,negative
…And is the ‘Green Giant’ in the room with us right now?,1.843130183916336,0.0155670777324893,2773,1183,842,748,unknown,neutral
"When I saw 'B. Spears' on my schedule, I expected someone else.",1.826946847960445,0.0166247791425801,2427,1060,727,640,sarcasm,neutral
"Usually, I treat couch potatoes.",1.7992788461538465,0.0138369859367961,3328,1461,1074,793,wit-surprise,neutral
"Believe in  yourself. If cauliflower can become pizza, you can do anything.",1.7938484071768583,0.0152809132721592,2731,1210,874,647,incongruity-absurdity,positive
And how did being left on the plate make you feel?,1.77015558698727,0.0146702493391247,2828,1260,958,610,unknown,neutral
"No, I'd say you're completely sane.
I'm the one talking to a giant stick of broccoli.",1.7686025408348458,0.0172929212834524,2204,1040,634,530,sarcasm,neutral
"If you think it’s not easy being green, you should try being black.",1.7651235444476,0.0138130292451573,3521,1693,962,866,unknown,negative
I'm afraid that you're in a persistent vegetative state.,1.7503285151116952,0.0128090535377141,3805,1781,1193,831,irony,negative
"I'm afraid our time is up, although you really need another 10 minutes.",1.7488561260803257,0.0175709964786313,1967,906,649,412,not_evaluated,not_evaluated
It appears that you have Florets syndrome.,1.7486160859654836,0.0144108521978259,3071,1462,919,690,not_evaluated,not_evaluated
I'm going to prescribe a mild fertilizer.,1.747586598523566,0.0130644811857169,3522,1615,1181,726,not_evaluated,not_evaluated
What happened after they invited you for a dip?,1.7423545331529091,0.0128240607805806,3695,1721,1205,769,not_evaluated,not_evaluated
You seem to be suffering from an edible complex.,1.732016210739615,0.0174741883289937,1974,930,643,401,not_evaluated,not_evaluated
Did my mom send you?,1.7292271934921557,0.0189930337863102,1721,830,527,364,not_evaluated,not_evaluated
It appears you’re stuck in a persistent vegetative state.,1.7259537882858678,0.0176492941904028,1861,864,643,354,not_evaluated,not_evaluated
"So, you feel you’re being stalked?",1.7256006006006006,0.0148498873402062,2664,1248,899,517,not_evaluated,not_evaluated
It's not just your kids that hate you. All kids hate you.,1.724105238208106,0.0123103678249622,4219,2091,1201,927,not_evaluated,not_evaluated
Relax. Kale is a fad. Broccoli is forever.,1.7234262125902993,0.0170538008250563,1938,888,698,352,not_evaluated,not_evaluated
"Yes, you are good for them, but are they good for you?",1.7208969465648856,0.0167210230775359,2096,988,705,403,not_evaluated,not_evaluated
When did you first suspect you're genetically modified?,1.7197527229908742,0.0131247088125523,3397,1603,1143,651,not_evaluated,not_evaluated
Maybe she has a lot on her plate?,1.7185266630016494,0.0182869729570347,1819,881,569,369,not_evaluated,not_evaluated
You have an unresolved edible complex.,1.71722928540114,0.0164458842843442,2281,1117,692,472,not_evaluated,not_evaluated
You aren’t paranoid — most people do hate you.,1.7151898734177216,0.01713694235372,2054,995,649,410,not_evaluated,not_evaluated
"I'm sick of hearing about kale,too.",1.7074235807860263,0.0157964277234213,2290,1087,786,417,not_evaluated,not_evaluated
"No, you're not imagining it. No one likes you.",1.6966803092314688,0.0164295815904811,2199,1087,692,420,not_evaluated,not_evaluated
Let me start our session by admitting that I have never liked you,1.696579476861167,0.0153857598412273,2485,1222,795,468,not_evaluated,not_evaluated
Let's explore what's making you so bitter.,1.691316146540027,0.0191538504142792,1474,696,537,241,not_evaluated,not_evaluated
It's not a bad thing for people to like you for your head and not your body...,1.6852416195037003,0.016019590502968,2297,1152,716,429,not_evaluated,not_evaluated
"So you were assigned ‘tree’ at sprouting, but identify as ‘broccoli’?",1.6822262118491922,0.0165863640874737,2228,1149,638,441,not_evaluated,not_evaluated
Visualize yourself as a main dish.,1.6799444187123669,0.0161276424249837,2159,1062,726,371,not_evaluated,not_evaluated
"You're not wrong, most kids do hate you.",1.678871548619448,0.0187115122098852,1666,839,523,304,not_evaluated,not_evaluated
You are a tree! You have to expect certain things from a dog.,1.6772277227722772,0.0197993205724889,1515,773,458,284,not_evaluated,not_evaluated
I’m going to have to refer you to our branch office.,1.675064599483204,0.0186567995309229,1548,750,551,247,not_evaluated,not_evaluated
"Unlike cauliflower, you made it this far without white privilege.",1.6741749607124148,0.0179021810003062,1909,996,539,374,not_evaluated,not_evaluated
Maybe finding your roots will give us some answers.,1.6726431463273568,0.0176876639127625,1729,843,609,277,not_evaluated,not_evaluated
"No, you’re not crazy. Very few people like you.",1.667292351008916,0.0163076712226253,2131,1076,688,367,not_evaluated,not_evaluated
Nobody liked kale ten years ago.,1.6632911392405063,0.021100096711863,1185,579,426,180,not_evaluated,not_evaluated
"Your kids may not like you now, but they will someday.",1.6570713391739675,0.0184432648305819,1598,802,542,254,not_evaluated,not_evaluated
It's time to tell your parents you are deciduous.,1.6491994177583698,0.020162516312127,1374,709,438,227,not_evaluated,not_evaluated
Have you considered the hot tub might not be the best place for you to relax?,1.6466498103666245,0.0188369002703934,1582,822,497,263,not_evaluated,not_evaluated
"Listen, kids don’t like me either.",1.642023346303502,0.0321254929664284,514,261,176,77,not_evaluated,not_evaluated
"This feeling of being unwanted and unloved, you say it happens around dinnertime every night?",1.6408554572271383,0.0198243136375369,1356,692,459,205,not_evaluated,not_evaluated
Comparing yourself to Kale will only lead to more suffering.,1.6394513389941214,0.0191271959750817,1531,804,475,252,not_evaluated,not_evaluated
Why do you think you need Cheese to feel complete?,1.6389481165600568,0.0190854802878988,1407,706,503,198,not_evaluated,not_evaluated
Wow--you really seem steamed!,1.6371340523882896,0.0202756131426704,1298,667,435,196,not_evaluated,not_evaluated
Tell me again why I should go green.,1.6332842415316642,0.022864304836459,1358,822,212,324,not_evaluated,not_evaluated
"You think no one likes you, yet you're always invited to the party platter?",1.6309012875536482,0.0271171031884604,699,356,245,98,not_evaluated,not_evaluated
"Those voices are not in your head, they're squirrels.",1.6285714285714286,0.0220627033917714,1260,707,314,239,not_evaluated,not_evaluated
"Ok, now I'm going to grill you.",1.6268146883005978,0.0215441412139508,1171,618,372,181,not_evaluated,not_evaluated
"While I'm not a nutritionist, I can assure you, you ARE good for him.",1.620888157894737,0.0212670805742244,1216,652,373,191,not_evaluated,not_evaluated
Cheese is not the answer.,1.618320610687023,0.0262604239427369,786,420,246,120,not_evaluated,not_evaluated
Maybe it’s time for you to stop being so good for everyone else and just be good for yourself.,1.6178403755868545,0.0229619715649169,1065,580,312,173,not_evaluated,not_evaluated
You’re too embittered.,1.6160298229263748,0.0257350165867697,1073,666,153,254,not_evaluated,not_evaluated
And how long have you had these feelings of being uprooted?,1.6,0.0240312185455232,865,458,295,112,not_evaluated,not_evaluated
Have you thought about putting down roots somewhere?,1.5985915492957747,0.0246544869522031,852,460,274,118,not_evaluated,not_evaluated
Dogs pee on ALL trees.  It’s not just you.,1.5965978128797085,0.0253888198801101,823,451,253,119,not_evaluated,not_evaluated
Your looking at it the wrong way. People hating broccoli is actually good for you.,1.5944976076555024,0.025824364762123,836,471,233,132,not_evaluated,not_evaluated
Sometimes it's good to just lay on the couch and veg.,1.5943502824858755,0.02495930044488,885,496,252,137,not_evaluated,not_evaluated
Let's start when you were a broccolini...,1.592496765847348,0.0259105629759336,773,422,244,107,not_evaluated,not_evaluated
"In my experience, the dip is free to see other vegetables.",1.5914552736982643,0.0274771026745283,749,427,201,121,not_evaluated,not_evaluated
Perhaps you need to stop being good for everybody else.,1.5848806366047743,0.0271680771436533,754,431,205,118,not_evaluated,not_evaluated
"Okay, so your stripper name is Broccolini?",1.5847953216374269,0.028896116594435,684,396,176,112,not_evaluated,not_evaluated
"It was my mother, wasn't it, who sent you here?",1.5842857142857143,0.0280880321359228,700,399,193,108,not_evaluated,not_evaluated
You fell. No one heard. Get over it.,1.5835777126099706,0.0297020452716899,682,406,154,122,not_evaluated,not_evaluated
and when did you realize you were just a side dish?,1.5828488372093024,0.0276469953662041,688,384,207,97,not_evaluated,not_evaluated
"Mr. Brock, you have to be patient with therapy. After all, you have been in a vegetative state for some time.",1.5828065739570163,0.0259969386473379,791,445,231,115,not_evaluated,not_evaluated
We start by accepting the fact your parents were nuts.,1.5816023738872405,0.029917953623271,674,403,150,121,not_evaluated,not_evaluated
What's eating you now?,1.5794392523364489,0.0290150200747799,642,365,182,95,not_evaluated,not_evaluated
Of course you fell. Even if no one heard.,1.57909604519774,0.027645819773622,708,403,200,105,not_evaluated,not_evaluated
So tell me do you get steamed easily ?,1.5768667642752563,0.0273610311656525,683,380,212,91,not_evaluated,not_evaluated
"So - anger issues, I gather.  You're easily steamed?",1.5755395683453235,0.0270830182512595,695,387,216,92,not_evaluated,not_evaluated
And how does it make you feel when you come home for the hollandaise?,1.5749613601236476,0.0302362751047023,647,387,148,112,not_evaluated,not_evaluated
"“I am certain that when you fell, you were heard.”",1.5724137931034483,0.0297868582667833,580,326,176,78,not_evaluated,not_evaluated
It could be worse. The brussel sprout is here twice a week.,1.572093023255814,0.029679530980856,645,380,161,104,not_evaluated,not_evaluated
So your kids hate you? All kids hate broccoli.,1.5697503671071953,0.0279182122152739,681,390,194,97,not_evaluated,not_evaluated
I can see you're steamed...,1.5693548387096774,0.0286955506838002,620,349,189,82,not_evaluated,not_evaluated
I’m sure the kids will appreciate you when they’re older.,1.5692567567567568,0.0286488857963904,592,326,195,71,not_evaluated,not_evaluated
"So, why do you think everyone just wants to bite your head off?",1.5684931506849316,0.0295479758863706,584,329,178,77,not_evaluated,not_evaluated
You can't take what children say about you so personally,1.5665024630541873,0.0284432387537158,609,339,195,75,not_evaluated,not_evaluated
What’s eating you?,1.5662251655629138,0.0303891975218659,604,356,154,94,not_evaluated,not_evaluated
You seem bitter.,1.5656028368794326,0.0294059303224474,564,313,183,68,not_evaluated,not_evaluated
"When you said you wanted to ‘veg out,’ I thought you meant drinking beer and watching some football.",1.5627240143369177,0.030509354356697,558,320,162,76,not_evaluated,not_evaluated
It's not easy being Black either.,1.5607638888888888,0.0302901260940748,576,334,161,81,not_evaluated,not_evaluated
"You’re right. She likes you and you are good for her, but not in the way you think.",1.5600739371534196,0.0308089956315498,541,310,159,72,not_evaluated,not_evaluated
“Are you sure she has someone else on the side?”,1.56,0.0302071010163705,550,312,168,70,not_evaluated,not_evaluated
Well I bet they like you more than homework and bedtime.,1.5591054313099042,0.0277051153414057,626,349,204,73,not_evaluated,not_evaluated
And you’re afraid your own kids won’t like you either?,1.5584192439862543,0.0297617744253554,582,335,169,78,not_evaluated,not_evaluated
Tell me about your dream that everyone wants to eat your head but hates your body.,1.5562130177514792,0.0309125531624193,507,285,162,60,not_evaluated,not_evaluated
"Sure kale has grown in popularity as of late, but you really need to focus on what you bring to the table.",1.5559633027522937,0.0310883226881452,545,318,151,76,not_evaluated,not_evaluated
Of course you think no one likes you...you're broccoli.,1.5559322033898304,0.0292666073837669,590,338,176,76,not_evaluated,not_evaluated
I'd say it's garden-variety depression.,1.555765595463138,0.0315827243263759,529,309,146,74,not_evaluated,not_evaluated
Why do YOU think you’re so bitter?,1.5541284403669724,0.0305471119585073,545,314,160,71,not_evaluated,not_evaluated
My kids don't like me either.,1.5532710280373832,0.0302966868739519,535,304,166,65,not_evaluated,not_evaluated
So what’s your pronoun?,1.5523156089193826,0.0307173644187127,583,349,146,88,not_evaluated,not_evaluated
I still can't let go of what George Bush said about me.,1.5508317929759703,0.0303925688544598,541,311,162,68,not_evaluated,not_evaluated
It's ok. Organic does not automatically mean happy.,1.5494949494949497,0.0320088584828829,495,287,144,64,not_evaluated,not_evaluated
Tell me how you felt when the boy said ‘yuck.’,1.5483271375464684,0.030527717108463,538,311,159,68,not_evaluated,not_evaluated
"Really? She left you for broccolini?

Man you must be steamed!",1.5480427046263343,0.0310110912581054,562,336,144,82,not_evaluated,not_evaluated
"In your case, ""finding your roots"" is more of a necessity than a hobby.",1.543824701195219,0.0310539790335315,502,288,155,59,not_evaluated,not_evaluated
To be honest we all feel a little dismayed by kale's prominence.,1.5416666666666667,0.0321172571872536,480,279,142,59,not_evaluated,not_evaluated
But it will turn to beautiful colors before it all falls out.,1.5410821643286574,0.0322156803449047,499,296,136,67,not_evaluated,not_evaluated
I’m sorry. I misunderstood when you said you were steamed.,1.538152610441767,0.0312545262551019,498,289,150,59,not_evaluated,not_evaluated
It’s totally natural to feel like you are being stalked,1.5379746835443038,0.0329770471852277,474,282,129,63,not_evaluated,not_evaluated
"So, you go limp after a few days no matter who you go home with?",1.5374149659863945,0.0357238553601302,441,273,99,69,not_evaluated,not_evaluated
Tell me why you feel like you're being stalked.,1.5373737373737373,0.0320421364263106,495,293,138,64,not_evaluated,not_evaluated
Excuse me.  Tell me do you identify as tree or broccoli?,1.536764705882353,0.0317228581816424,544,333,130,81,not_evaluated,not_evaluated
It could be floret’s syndrome.,1.5357917570498916,0.0347895842888558,461,285,105,71,not_evaluated,not_evaluated
"When you decided to transition from a couch potato, what made you choose broccoli?",1.5345911949685536,0.0340134131254756,477,294,111,72,not_evaluated,not_evaluated
Let’s begin with why you’re steamed.,1.5345911949685536,0.0336227097039904,477,291,117,69,not_evaluated,not_evaluated
"I note some improvement, but you're not out of the woods yet.",1.5344827586206895,0.0329644511775541,464,275,130,59,not_evaluated,not_evaluated
What was your third wish?,1.5341176470588236,0.0358622421399958,425,261,101,63,not_evaluated,not_evaluated
"In order to find out who you really are, you’ll need to rediscover your roots.",1.5340659340659342,0.0338878360001733,455,274,119,62,not_evaluated,not_evaluated
I can tell you've been steamed.,1.5331695331695332,0.0347292846025343,407,239,119,49,not_evaluated,not_evaluated
"Now, let’s work on your fear of dips.",1.5326876513317191,0.0333109782106001,413,236,134,43,not_evaluated,not_evaluated
You say all the kids at school hated you?,1.531764705882353,0.0344467270715391,425,253,118,54,not_evaluated,not_evaluated
"So, the voices in your head turned out to be a family of squirrels?",1.5300925925925926,0.0344995149352209,432,260,115,57,not_evaluated,not_evaluated
I have a degree in Psychiatree,1.526854219948849,0.0356191804979992,391,233,110,48,not_evaluated,not_evaluated
It's okay to identify as a carrot...,1.5257009345794392,0.0356844085675456,428,266,99,63,not_evaluated,not_evaluated
So you say you have no roots?,1.525179856115108,0.0336122357831057,417,244,127,46,not_evaluated,not_evaluated
And what did the dog do next?,1.524390243902439,0.0359112562969726,410,252,101,57,not_evaluated,not_evaluated
"If you could talk to the puppy who peed on you right now, what would you say?",1.5240506329113923,0.0355351699981915,395,237,109,49,not_evaluated,not_evaluated
To solve your problem we need to go back to your roots.,1.5235849056603774,0.0337062763864665,424,251,124,49,not_evaluated,not_evaluated
You're not alone in feeling uprooted.,1.5229759299781185,0.0326395773995052,457,272,131,54,not_evaluated,not_evaluated
.....you're sure she accused you of being a stalker?,1.5227272727272727,0.0331113140513373,440,261,128,51,not_evaluated,not_evaluated
"I don't think a ""Free Broccoli Spears"" movement will catch on.",1.5222482435597189,0.0360605471658773,427,269,93,65,not_evaluated,not_evaluated
They're birds. That's where they live.,1.5219512195121951,0.0338640435446338,410,241,124,45,not_evaluated,not_evaluated
And that's when your mother threw away your purple rubber band?,1.521865889212828,0.0406234558880155,343,218,71,54,not_evaluated,not_evaluated
You have an Oedible complex.,1.5217391304347827,0.0358117154730266,391,236,106,49,not_evaluated,not_evaluated
"It's OK to feel angry, just try to avoid getting steamed.",1.5206185567010309,0.0356498517327945,388,233,108,47,not_evaluated,not_evaluated
Of course you made a sound when you fell.,1.5175,0.0359160030234846,400,246,101,53,not_evaluated,not_evaluated
When did you start identifying as non-cruciferous?,1.5165394402035624,0.0365800634066485,393,244,95,54,not_evaluated,not_evaluated
"Ethically, I shouldn’t be seeing you on an empty stomach.",1.5164556962025315,0.036262006254055,395,244,98,53,not_evaluated,not_evaluated
It’s not your imagination. Everybody hates you.,1.5139240506329117,0.0348183911260789,395,237,113,45,not_evaluated,not_evaluated
I’m afraid that’s all the thyme we have.,1.5134474327628362,0.0348075220085823,409,249,110,50,not_evaluated,not_evaluated
Every year we go through this. Your leaves WILL come back next spring.,1.5093833780160857,0.0359388277650173,373,226,104,43,not_evaluated,not_evaluated
"So, you fell in the forest, but nobody heard a sound.
How does that make you feel?",1.508108108108108,0.0361555916134644,370,225,102,43,not_evaluated,not_evaluated
You can't make people like you.,1.5080213903743316,0.0350599565749553,374,223,112,39,not_evaluated,not_evaluated
"It isn't anything personal, its just what dogs do.",1.5080213903743316,0.0362659734068803,374,229,100,45,not_evaluated,not_evaluated
Let’s focus on your fiber content instead of the assumption that nobody likes you.,1.5077319587628866,0.0358493437182409,388,239,101,48,not_evaluated,not_evaluated
When did you first feel a Green Giant was stalking you?.,1.5075528700906344,0.0383600368510735,331,202,90,39,not_evaluated,not_evaluated
"Well, the bad news is that you're going to be a vegetable for he rest of your life.",1.5067024128686326,0.0392013994482239,373,244,69,60,not_evaluated,not_evaluated
You're not being paranoid.  Most people don't like you.,1.506631299734748,0.0356576786193246,377,229,105,43,not_evaluated,not_evaluated
"You fell in the woods, no one was there.  Yes. It is quite existential.",1.5059880239520955,0.0373897982683558,334,201,97,36,not_evaluated,not_evaluated
How do you feel about being cut off from your family?,1.5054945054945057,0.035973284784033,364,220,104,40,not_evaluated,not_evaluated
How do you feel about no one hearing you fall?,1.5030487804878048,0.038622915627629,328,202,87,39,not_evaluated,not_evaluated
You've really got to stop that stalking behavior.,1.502994011976048,0.0381054318176041,334,205,90,39,not_evaluated,not_evaluated
Have you tried a simple vinaigrette conditioner?,1.5028735632183907,0.0378499304060986,348,216,89,43,not_evaluated,not_evaluated
Heavy is the head that wears the crown.,1.502127659574468,0.0468597316010375,235,148,56,31,not_evaluated,not_evaluated
You think you're crazy? I'm talking to a tree.,1.5015384615384617,0.0403273912847948,325,207,73,45,not_evaluated,not_evaluated
You've got the most extreme case of persistent vegatative state I've ever seen.,1.501457725947522,0.0375894265741209,343,211,92,40,not_evaluated,not_evaluated
