caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
Is this a Middle Age crisis?,1.8600469116497265,0.0112531637816432,5116,2065,1702,1349,unknown,negative
If you think that’s uncomfortable you should try wearing heels.,1.8595248972133396,0.012054685008464,4378,1743,1507,1128,sarcasm,neutral
It says here that you're a free lancer.,1.856752655538695,0.0137444839911334,3295,1295,1177,823,sarcasm,neutral
"My pronouns are thy, thou, and thine.",1.8465626037861176,0.0106340597050609,6022,2591,1771,1660,unknown,neutral
"You’re not a knight, Doug, and I’m not your wench.  Get your own coffee.",1.84378733572282,0.0142244010182441,3348,1436,999,913,sarcasm,negative
There's a damsel on line one. Sounds important.,1.8432585717968548,0.0125590773103467,3879,1538,1411,930,unknown,positive
Must you turn everything into a crusade!,1.837914308811641,0.011408737322778,4948,2065,1625,1258,unknown,negative
You could just get the shot.,1.837215990796664,0.0136073839793288,3477,1448,1147,882,sarcasm,neutral
"Well, you know what they say––dress for the job you want, not the job you have.",1.8352713178294573,0.0138798150089194,3096,1220,1166,710,sarcasm,neutral
Why not just get vaccinated,1.8348267622461167,0.0140360670721913,3348,1426,1049,873,sarcasm,neutral
"Shirley, you joust?",1.8284023668639051,0.013381184943346,3718,1611,1134,973,not_evaluated,not_evaluated
That could be anyone's horse in your parking spot.,1.82778730703259,0.0147080615317368,2915,1213,991,711,not_evaluated,not_evaluated
I can live with damsel. Harlot or wench and I go to HR.,1.8223205817262091,0.0145321961217429,3163,1387,951,825,not_evaluated,not_evaluated
Did you get the chain mail I sent you?,1.820445115050924,0.0155033956628204,2651,1125,877,649,not_evaluated,not_evaluated
You’re seriously asking why my bathroom breaks are so long?,1.815343099460293,0.0109440657631323,5188,2182,1785,1221,not_evaluated,not_evaluated
"Yes, I am also wearing Under Armour.",1.8146853146853144,0.0157964811298176,2574,1109,833,632,not_evaluated,not_evaluated
My pronouns are Thee/Thou.,1.8136992956035949,0.012688275855239,4117,1819,1246,1052,not_evaluated,not_evaluated
"Enough already,Larry. We all got the booster.",1.7964626614261652,0.01304779626684,3562,1516,1255,791,not_evaluated,not_evaluated
Your horse is in my parking spot again.,1.796036333608588,0.0112526367498198,4844,2080,1672,1092,not_evaluated,not_evaluated
It looks like I've been assigned to queen's bishop 3.  Where the hell is that?,1.7929905011464131,0.0145004137304036,3053,1361,963,729,not_evaluated,not_evaluated
You left your grail in the sink again.,1.7903225806451613,0.0183809194073643,1860,820,610,430,not_evaluated,not_evaluated
I don't think you understand what she meant when she said wear protection.,1.788663400979706,0.0151023570399678,2858,1297,868,693,not_evaluated,not_evaluated
My preferred pronoun is Sir.,1.7831081081081082,0.0142347851202299,2960,1278,1046,636,not_evaluated,not_evaluated
I was promised a round table,1.7829430269136666,0.0143468272322174,2861,1220,1042,599,not_evaluated,not_evaluated
What do you mean by an 'antiquated and hostile' work environment?,1.781061328249126,0.0137292144903528,3147,1353,1130,664,not_evaluated,not_evaluated
I think you misunderstood me when I said this is a night job.,1.7784005979073243,0.0151711964088149,2676,1186,897,593,not_evaluated,not_evaluated
I think an N95 would suffice.,1.7780040733197555,0.0141242781706329,2946,1265,1070,611,not_evaluated,not_evaluated
"Just remember, Doris:   it's not just a visor.  It's a supervisor.",1.7721285563751317,0.0127283266261986,3796,1698,1265,833,not_evaluated,not_evaluated
I believe the conference room has a round table.,1.771723122238586,0.0167447119509579,2037,867,768,402,not_evaluated,not_evaluated
"The WD-40 rep is here to see you, Sire",1.7690253671562082,0.0140692972007613,2996,1314,1060,622,not_evaluated,not_evaluated
"Yes, we do have a rigid dress code.",1.76621964479884,0.0143924353821447,2759,1188,1029,542,not_evaluated,not_evaluated
"No Steven, it's ARBOR Day.",1.7652358240593535,0.0128902969551408,3774,1730,1200,844,not_evaluated,not_evaluated
Legal has a problem with ‘lay siege’.,1.7620064034151548,0.0253573514068054,937,420,320,197,not_evaluated,not_evaluated
And I assume you have receipts for that crusade?,1.761070110701107,0.0238381301262269,1084,494,355,235,not_evaluated,not_evaluated
You seem a little defensive.,1.7564389697648377,0.0127454421075499,3572,1580,1284,708,not_evaluated,not_evaluated
I consider it not so much an assignment as a quest.,1.756276150627615,0.0135093486279883,2868,1185,1197,486,not_evaluated,not_evaluated
What makes you think I'm in a combative mood?,1.7494655835827275,0.0155198073460917,2339,1025,875,439,not_evaluated,not_evaluated
"I thought this was a mid-level position, not a medieval position",1.747134670487106,0.0201887263175215,1396,618,513,265,not_evaluated,not_evaluated
"Sorry, Arthur, but you're still a pawn just like the rest of us.",1.7465753424657535,0.015500913311024,2482,1134,843,505,not_evaluated,not_evaluated
"Please, that's the third time this morning I've heard, 'Surely you joust'",1.7443150305047144,0.0183089926367326,1803,834,596,373,not_evaluated,not_evaluated
So we're done with masks?,1.7390263367916998,0.021448113645844,1253,567,446,240,not_evaluated,not_evaluated
"As you see from the feedback, some employees find it difficult to get through to you.",1.7342242019302152,0.0140380302526322,2694,1171,1071,452,not_evaluated,not_evaluated
I AM wearing a suit.,1.7340116279069768,0.0287369128813572,688,311,249,128,not_evaluated,not_evaluated
