caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
You can use the loaner corn dog while you wait. Can you drive a stick?,1.8899966766367564,0.010878482707221,6018,2513,1656,1849,unknown,neutral
How long has the “Check Condiments” light been on?,1.863588667366212,0.0146546540649707,2859,1099,1051,709,unknown,neutral
I can only give you a ball park estimate.,1.8387096774193548,0.0143989388234917,2852,1110,1092,650,unknown,neutral
How long have you been driving with the Check Condiment light on?,1.816901408450704,0.0114488802399245,4757,1998,1632,1127,unknown,neutral
When does it knock worst?,1.8161862527716184,0.0122600494877561,4510,2019,1301,1190,unknown,neutral
"Yeah, we’ve got the part you need, but its only sold in packages of eight.",1.8133756278086173,0.0129631415912545,3783,1621,1247,915,unknown,neutral
I can give you a ballpark estimate.,1.811414930555556,0.0114251600264704,4608,1901,1673,1033,wit-surprise,neutral
"Topped off the condiments,steamed your buns and rotated the dog.",1.8112593556784904,0.0143373320153542,3073,1315,1023,735,incongruity-absurdity,neutral
"Yeah, everything looks kosher.",1.8050520059435364,0.0131857431066695,3365,1376,1269,720,sarcasm,positive
I’ll give you a ballpark figure.,1.7957905286895517,0.0122062466032445,3991,1680,1446,863,wit-surprise,neutral
"You should have seen the last guy, he was driving a lemon.",1.792984869325997,0.0146703886757463,2908,1273,964,671,not_evaluated,not_evaluated
"Actually, it creates its own gas.",1.791803769069698,0.0138951509025648,3343,1499,1041,803,not_evaluated,not_evaluated
You can’t use Dijon on these American models.,1.7912713472485768,0.0147557968787516,2635,1088,1009,538,not_evaluated,not_evaluated
Everything looks kosher.,1.789871944121071,0.0129857777050258,3436,1432,1294,710,not_evaluated,not_evaluated
I'm gonna need to put it up on the grill.,1.787668734038672,0.0147430242680614,2741,1169,985,587,not_evaluated,not_evaluated
Try driving with less relish,1.7824497257769654,0.0190175626535489,1641,704,590,347,not_evaluated,not_evaluated
To be honest with you nobody knows what's inside these things.,1.7817076540480796,0.0129727720783544,3619,1583,1243,793,not_evaluated,not_evaluated
There’s a teenie-weenie problem.,1.7804656788630178,0.0136351327447763,3307,1459,1115,733,not_evaluated,not_evaluated
So when did the ‘check mustard’ light come on?,1.7792171995589856,0.0130243050783503,3628,1605,1219,803,not_evaluated,not_evaluated
"Sure, it's drivable, but come back if the knock gets wurst.",1.777615215801024,0.015149085148109,2734,1229,884,621,not_evaluated,not_evaluated
"Well, you’re low on oil and high in saturated fat.",1.7767780634104542,0.0160041575721911,2334,1016,823,495,not_evaluated,not_evaluated
I am assuming you want me to be frank with you.,1.7737089201877934,0.01659552578596,2130,920,772,438,not_evaluated,not_evaluated
How long has your check mustard light been on?,1.772879091516366,0.0139488664389168,2994,1289,1096,609,not_evaluated,not_evaluated
Everything looks kosher to me.,1.7727807172251615,0.0130265509624153,3402,1456,1262,683,not_evaluated,not_evaluated
Not what I pictured when you said ‘German-made.’,1.7695144437615242,0.0195446863778859,1627,736,530,361,not_evaluated,not_evaluated
"Unfortunately, ordering parts is difficult because no one knows what these things are made of.",1.7694736842105263,0.0146537179268771,2850,1276,955,619,not_evaluated,not_evaluated
It's going to need the works.,1.7643630308076603,0.0156727626031205,2402,1058,852,492,not_evaluated,not_evaluated
"Trust me, I've seen wurst.",1.7614192495921697,0.0153790989042999,2452,1073,891,488,not_evaluated,not_evaluated
I can’t give you an exact estimate but I can give you a ballpark.,1.7547838412473422,0.0145886949359054,2822,1278,958,586,not_evaluated,not_evaluated
"Yeah, they're great cars but you don't want to see how they get made.",1.7545109211775878,0.0170523824032424,2106,971,682,451,not_evaluated,not_evaluated
