caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
You seem really nice - most of the guys I date are clowns.,1.901625677365569,0.0119077938307877,4798,1891,1488,1419,sarcasm,positive
Kids? I love kids. Hand me one.,1.885015608740895,0.0186889625264693,1922,768,607,547,sarcasm,positive
My biggest fan was my late husband.,1.8542274052478132,0.0146277886968027,3087,1277,983,827,irony,positive
So what I wrote in my dating profile is true. Now show me your Nobel Peace Prize.,1.832535885167464,0.0253970609693929,1045,454,312,279,sarcasm,neutral
"So, like my profile said, I bring a lot to the table.",1.823690383111806,0.0154805353136364,2558,1049,911,598,sarcasm,positive
"Now, pull the tablecloth!",1.819175515302936,0.0143692924653408,3202,1400,981,821,wit-surprise,neutral
Enough about me. You're an accountant? That must be exciting.,1.8183150183150183,0.0212524764214149,1365,567,479,319,unknown,positive
You won't believe what I do on a second date.,1.799472295514512,0.0179451317599898,1895,806,663,426,sarcasm,neutral
I like to think I bring a lot to the table.,1.7912827781715095,0.0147503428490501,2822,1222,967,633,wit-surprise,positive
I think it’s working: the waiter’s coming over.,1.786661614247821,0.0153245327962469,2639,1159,884,596,sarcasm,positive
"Of course, I'm vaccinated.  Do you think I'm crazy?",1.7863247863247864,0.015531240250125,2691,1222,822,647,not_evaluated,not_evaluated
"Well, look at that, you finally put your phone down.""",1.7859818084537185,0.0186195879321471,1869,848,573,448,not_evaluated,not_evaluated
"So, have you ever dated a single mom before?",1.7849093581577655,0.017316924663883,2041,891,698,452,not_evaluated,not_evaluated
Am I more interesting than your phone yet?,1.778498985801217,0.015783355028728,2465,1090,831,544,not_evaluated,not_evaluated
I think I got the waiter’s attention.,1.776655776655777,0.0137799320072997,3367,1536,1047,784,not_evaluated,not_evaluated
To be fair your profile did say...“a well- balanced Woman who loves to entertain”,1.7757697456492638,0.01997382403545,1494,650,529,315,not_evaluated,not_evaluated
Go ahead. I'm listening.,1.7742718446601942,0.0166087865755248,2060,870,785,405,not_evaluated,not_evaluated
I hope you don't expect me to just drop everything.,1.7730337078651686,0.0210914714223802,1335,582,474,279,not_evaluated,not_evaluated
It was a bicycle 'til I dropped the chainsaw a few times.,1.7650743931088488,0.0224264022067356,1277,595,387,295,not_evaluated,not_evaluated
"I didn’t say I was juggling careers, I said I had a juggling career.",1.764294049008168,0.0153809946602416,2571,1156,865,550,not_evaluated,not_evaluated
Okay on three yank on the table cloth.,1.7631048387096775,0.0143847219582671,2976,1352,977,647,not_evaluated,not_evaluated
It was at that moment Jane thought maybe she was trying too hard.,1.762540599061711,0.0147756531840009,2771,1245,939,587,not_evaluated,not_evaluated
"Wow, then you picked the kids up from school AND emptied the dishwasher?",1.760096153846154,0.0176117334673802,2080,980,619,481,not_evaluated,not_evaluated
I will feel safer if you wear a mask,1.7600452744765138,0.0189133692105308,1767,821,549,397,not_evaluated,not_evaluated
This is far easier for me than listening to you talk about cryptocurrency.,1.7589082638362397,0.0152823288049387,2638,1207,860,571,not_evaluated,not_evaluated
"Well, it got you to put your phone down...",1.7541795665634674,0.018740001820854,1615,705,602,308,not_evaluated,not_evaluated
I'm a great catch.,1.7521865889212829,0.0171130238283455,2401,1215,566,620,not_evaluated,not_evaluated
I go on a lot of first dates.,1.751841359773371,0.0182000355173281,1765,789,625,351,not_evaluated,not_evaluated
"Now, when I count to three, toss me that glass.",1.7489539748953975,0.0173311572615974,1912,849,694,369,not_evaluated,not_evaluated
What did you think I meant by “dinner and a show”?,1.7450837581937364,0.0207973343219781,1373,627,469,277,not_evaluated,not_evaluated
I never know what to do with my hands when I am talking.,1.7432273262661957,0.0182720976064708,1698,755,624,319,not_evaluated,not_evaluated
