caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
"I hope she doesn't say ""charge""",2.2364663890541343,0.0127364740190649,3362,613,1341,1408,unknown,negative
"The policy was “You break it you bought it”, and he ended up owning the place.",2.1238291302110137,0.0081302406622374,9715,2602,3312,3801,incongruity-absurdity,neutral
He was very excited to get the job. His wife is over the moon.,2.002061083005434,0.0110939472024913,5337,1752,1824,1761,irony,positive
"Ma'am, I'd like for you to remove your red scarf before approaching the counter.",1.998418347172796,0.0108027756773148,5058,1509,2053,1496,unknown,neutral
First metaphor I ever hired.,1.9960775768141208,0.0115751166082703,4589,1427,1756,1406,wit-surprise,neutral
"I know he isn't wearing a mask, but he assured me he has herd immunity.",1.978142076502732,0.0165784136878956,2379,804,823,752,unknown,neutral
It was easier just to hire him.,1.9761388286334056,0.0106152913248022,5071,1518,2159,1394,sarcasm,neutral
The elephant in the room works Mondays and Thursdays,1.97226173541963,0.0149379524036408,2812,922,1046,844,wit-surprise,neutral
"We never, ever say ""charge it"".",1.969371759315085,0.008800839249601,8293,2794,2959,2540,unknown,neutral
"You think this is impressive, I've got a fox tending my henhouse",1.946160483175151,0.0105048530966059,5795,2017,2073,1705,sarcasm,neutral
Let's just say he's paying off an old debt.,1.931829963711768,0.0122502615710777,3858,1267,1591,1000,not_evaluated,not_evaluated
Once I clarified what “break time” meant we haven’t had any issues.,1.9204286365709076,0.0118270262416936,4386,1536,1664,1186,not_evaluated,not_evaluated
"I had my doubts, but it turns out he's a cash cow.",1.911258795934324,0.0156542254875766,2558,925,935,698,not_evaluated,not_evaluated
"He acts like an expert, but he's really just full of BS.",1.9051696796701556,0.0144761345409264,3153,1205,1042,906,not_evaluated,not_evaluated
I thought I was the diversity hire.,1.8923645320197044,0.0125823407551716,4060,1549,1400,1111,not_evaluated,not_evaluated
It was a phone interview.,1.8739869281045751,0.0126571444191691,3825,1443,1421,961,not_evaluated,not_evaluated
"They come in for the irony,but they stay for his ability to spot a fake Wedgewood a mile away.",1.870042872454448,0.0127849755034143,3732,1432,1361,939,not_evaluated,not_evaluated
‘First time I’ve seen china in a bull’s shop!’,1.8695780466214225,0.0135539911693352,3389,1327,1186,876,not_evaluated,not_evaluated
"Slowly...very slowly, take your red scarf off.",1.8454655747649376,0.0095639234358734,6594,2579,2456,1559,not_evaluated,not_evaluated
I got the idea from my friend who hired a kid to work in his candy store.,1.8298308559712968,0.0170618720505689,1951,748,787,416,not_evaluated,not_evaluated
"Ma'am, believe me...you'd know if you were being gouged.",1.8275079437131183,0.0170031057100861,2203,924,735,544,not_evaluated,not_evaluated
"He's got great stuff, but he charges too much.",1.8137707948243995,0.0164716217256054,2164,874,819,471,not_evaluated,not_evaluated
"He is a little clumsy , but he has a Wall Street background.",1.8073394495412844,0.016925701294143,2071,852,766,453,not_evaluated,not_evaluated
He said his last job was on Wall St. And he wanted a job where he’d do less damage.,1.7961500493583415,0.0170368381189495,2026,844,751,431,not_evaluated,not_evaluated
It was a slippery slope from “you break it you buy it” to owning the whole shop.,1.7950742027155036,0.0130401656067454,3167,1251,1317,599,not_evaluated,not_evaluated
I tend to complicate simple things.,1.7816459917300254,0.0099605997223353,7497,3795,1548,2154,not_evaluated,not_evaluated
He's bullish on China.,1.778397212543554,0.0208145742017471,1435,640,473,322,not_evaluated,not_evaluated
"It's ok, he identifies as a cow.",1.7764307865802087,0.0133323816531837,3547,1603,1134,810,not_evaluated,not_evaluated
The previous owner was an ass.,1.7743865948533812,0.0193786056324201,1671,755,538,378,not_evaluated,not_evaluated
"Yes, ma'am, he's the owner. We think of it as china in a bull's shop.",1.7634907251264755,0.0111425874933271,4744,2098,1673,973,not_evaluated,not_evaluated
What could go wrong?,1.74755859375,0.0169080261169577,2048,923,719,406,not_evaluated,not_evaluated
He’s telling her it’s a priceless antique. Now that’s what I call bull in a china shop.,1.7347853939782192,0.0195234831115409,1561,726,523,312,not_evaluated,not_evaluated
"It's been fine, though I am a little worried about next week's Red Tag Sale.",1.7345897133883,0.0147957392393014,2547,1140,944,463,not_evaluated,not_evaluated
There really is an unmistakable difference when they are grass fed.,1.7333783327708403,0.0142067962774129,2963,1396,965,602,not_evaluated,not_evaluated
"He’s an anger management success story, they say.",1.7278752436647171,0.0144859107267258,2565,1139,986,439,not_evaluated,not_evaluated
Just don’t ask him about his time on Wall Street and you’ll be fine.,1.726063829787234,0.0143526239758576,2632,1185,988,459,not_evaluated,not_evaluated
We also have a fox guarding our henhouse. He’s very responsible.,1.7221711131554738,0.0133768489724972,3261,1530,1107,624,not_evaluated,not_evaluated
He’s tough on China,1.7204623287671232,0.0160119954440905,2336,1117,755,464,not_evaluated,not_evaluated
He appreciates the irony.,1.718941717791411,0.0144618245504264,2608,1183,975,449,not_evaluated,not_evaluated
"Sadly,  we're going to have to let him go. He's got a great shtick but his greenhouse gas emissions are killing us.",1.7179487179487178,0.0182227704091112,1872,920,560,392,not_evaluated,not_evaluated
The elephant in the room is on vacation.,1.716711956521739,0.0140311122616459,2944,1393,994,557,not_evaluated,not_evaluated
His background check didn't raise any red flags.,1.7123161764705883,0.0160679518005757,2176,1014,774,388,not_evaluated,not_evaluated
It'll take him at least a decade to work off his previous visit.,1.7100930565497494,0.0142254663593801,2794,1312,980,502,not_evaluated,not_evaluated
The only things being broken here are stereotypes.,1.6970889063729346,0.0210078200331524,1271,607,442,222,not_evaluated,not_evaluated
The word is he charges way too much.,1.6904887020493955,0.016594230155592,1903,899,700,304,not_evaluated,not_evaluated
"Yes, it's counterintuitive, but he was very persuasive in his interview.",1.687956204379562,0.0157182344464329,2192,1042,792,358,not_evaluated,not_evaluated
He doesn't charge as much as he used to.,1.682573726541555,0.0172970388869243,1865,910,637,318,not_evaluated,not_evaluated
His father broke into this business years ago.,1.681818181818182,0.0229167742302433,1056,514,364,178,not_evaluated,not_evaluated
"Honestly, the whole experience has sort of put me off metaphors in general.",1.6813128639491794,0.017338473966898,1889,933,625,331,not_evaluated,not_evaluated
He took Meredith’s job. She was a fish out of water.,1.678485092667204,0.0211401317429998,1241,610,421,210,not_evaluated,not_evaluated
"""Whatever you do, don't grab him by the horns. He hates mixed metaphors.""",1.6649135987978962,0.0207003494748759,1331,677,423,231,not_evaluated,not_evaluated
"Of all the china shops in all the world, he has to walk into ours.",1.6637816245006658,0.0191434336603713,1502,758,494,250,not_evaluated,not_evaluated
"I think he said to himself, “Hell, if Trump can be President, I can run a china shop.”",1.6631280962491153,0.0209735523992881,1413,757,375,281,not_evaluated,not_evaluated
It was just cheaper to hire him,1.6546052631578947,0.0204676186983703,1216,592,452,172,not_evaluated,not_evaluated
Apparently he used to work on Wall Street.,1.6540114613180517,0.0202160376969584,1396,723,433,240,not_evaluated,not_evaluated
He keeps everyone from talking about the  elephant in the room.,1.6512481644640236,0.0197539744874191,1362,697,449,216,not_evaluated,not_evaluated
His last job was in public relations at the White House.,1.6448979591836734,0.0215686460112722,1225,656,353,216,not_evaluated,not_evaluated
It's the restroom I'm worried about not the china.,1.6438818565400843,0.0216184012793884,1185,614,379,192,not_evaluated,not_evaluated
America; exactly 4 years ago,1.6435643564356437,0.0221794704479487,1212,654,336,222,not_evaluated,not_evaluated
Sales are up.  Nobody wants to make him mad.,1.6421404682274248,0.0207915613907074,1196,612,405,179,not_evaluated,not_evaluated
"I said, ""You break it, you bought it,"" and he said, ""Fine,"" and the next thing I know, he owns the place...",1.6402378592666005,0.0235570060636255,1009,529,314,166,not_evaluated,not_evaluated
"Trust me, it’s unbreakable.",1.6395851339671563,0.0214207632988271,1157,593,389,175,not_evaluated,not_evaluated
