caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
Maybe we should try thinking inside the box.,2.1549501337874,0.0057549700595485,16444,3403,7091,5950,wit-surprise,neutral
"Look, it's right here - ""cheese sold separately""",2.044577553593947,0.0062201382577058,15860,4528,6097,5235,unknown,neutral
This is the last time I sign up for a research experiment sponsored by Ikea.,2.0363720073664826,0.0071306762541984,13032,4091,4377,4564,irony,negative
You're right; it's a trap.,2.022389429253074,0.0074811925973663,10898,3204,4246,3448,sarcasm,negative
Let's just go with the open floor plan.,1.9932017543859648,0.0065492158470657,13680,4069,5642,3969,unknown,neutral
They’re not testing our intelligence. They’re testing our marriage.,1.9788395394048155,0.0069677106709171,13374,4498,4671,4205,wit-surprise,neutral
I think we can build a better one.,1.951219512195122,0.0070330806703314,12751,4357,4667,3727,wit-surprise,positive
"If we move the cheese tray to the front, we'll save a lot of  running around later.",1.91253037139882,0.0071853120494131,11524,3979,4576,2969,wit-surprise,neutral
Now that we ate the cheese I kinda don't see the point.,1.906963079032416,0.0078848712056894,10211,3775,3617,2819,unknown,negative
Remind me again how this will prevent us from getting Alzheimer’s.,1.8895474916871475,0.0097392924730741,6917,2693,2295,1929,unknown,negative
Who writes these instructions...cats?,1.8892419428052656,0.010036225036622,6609,2606,2129,1874,not_evaluated,not_evaluated
Well this is just great honey.  The directions are written in gerbil.,1.8389660124461464,0.0078435112273965,10445,4332,3463,2650,not_evaluated,not_evaluated
Apparently he expects us to do his entire science project for a piece of cheese.,1.8381211180124224,0.0150553087242342,2576,994,1005,577,not_evaluated,not_evaluated
Let’s try thinking inside the box.,1.8252299605781863,0.0139439638950516,3044,1213,1150,681,not_evaluated,not_evaluated
We're in the control group.  The experimental group doesn't get the instructions,1.8234844625573103,0.0085108922526494,7852,3048,3142,1662,not_evaluated,not_evaluated
Let's just go to live in the box it came in.,1.814103288507176,0.0083056852910677,8849,3676,3142,2031,not_evaluated,not_evaluated
To heck with this. Let’s go poop in their sock drawer again.,1.7954121863799284,0.0096832131316264,6975,3140,2122,1713,not_evaluated,not_evaluated
I dunno. This feels like a trap.,1.7816640169581346,0.0076567176446503,9435,3867,3763,1805,not_evaluated,not_evaluated
Those Swedish mice think they are so clever,1.769302760879738,0.0095294361869442,6411,2776,2338,1297,not_evaluated,not_evaluated
"Its mostly hallways and dead ends, but its affordable.",1.7691744462749406,0.009951351698837,5463,2306,2133,1024,not_evaluated,not_evaluated
"""Let's get Mexico to build it.",1.7424885118416402,0.0106697206284392,5658,2738,1639,1281,not_evaluated,not_evaluated
"At last, a maze of our own.",1.7405635300372142,0.017242873093207,1881,833,703,345,not_evaluated,not_evaluated
"Well wouldn’t you know it?
“Cheese not included.”",1.7384726224783862,0.0080450883087809,8328,3623,3263,1442,not_evaluated,not_evaluated
This confirms we're females - we're reading the instructions,1.7357190486774838,0.01159093601275,4499,2111,1466,922,not_evaluated,not_evaluated
These are the best laid plans I’ve ever seen!,1.7356608478802993,0.0108994165292155,5213,2485,1621,1107,not_evaluated,not_evaluated
Told you. Cheese not included.,1.7333834963631802,0.0116030770287065,3987,1743,1564,680,not_evaluated,not_evaluated
I'm lost already.,1.7293405114401077,0.0087837330795258,7430,3407,2627,1396,not_evaluated,not_evaluated
"Once we finish this, then we’ll teach him to give us food when we press the lever.",1.7225664601239257,0.0106734689574191,5003,2312,1767,924,not_evaluated,not_evaluated
Why are we always doing this on Christmas Eve?,1.7200752036766245,0.0110291664771785,4787,2251,1625,911,not_evaluated,not_evaluated
"This would be so much easier with a drill, glue, and prefrontal cortex.",1.7151832460732983,0.0125892139858604,3820,1855,1198,767,not_evaluated,not_evaluated
Maybe this IS the test.,1.7140845070422537,0.0194199489736128,1420,641,544,235,not_evaluated,not_evaluated
We go full Escher on this and blow some minds.,1.7126564673157163,0.0130790066902253,3595,1770,1088,737,not_evaluated,not_evaluated
"They said if we build it, the cheese will come.",1.7120230381569477,0.0202786242853022,1389,654,481,254,not_evaluated,not_evaluated
Let's stop now while we still love each other.,1.712002243409983,0.0124648768950675,3566,1649,1295,622,not_evaluated,not_evaluated
I miss our hole in the wall...,1.7114914425427872,0.0130748538723041,3272,1523,1170,579,not_evaluated,not_evaluated
What we need are some carpenter ants.,1.7104638619201726,0.0113428537494235,4635,2250,1479,906,not_evaluated,not_evaluated
"No, I can't read the instructions. They're in Swedish. Also, I am a mouse.",1.7028776978417266,0.0203848142115342,1390,669,465,256,not_evaluated,not_evaluated
Forget the instructions. Let's build a maze we can get out of.,1.6996630160067396,0.0108180586283295,4748,2246,1682,820,not_evaluated,not_evaluated
"The last time you made one of these without reading the instructions, it took us a week to get out!",1.6923076923076923,0.0102330487185198,5148,2425,1883,840,not_evaluated,not_evaluated
I take it they didn’t get the grant.,1.690885501135258,0.0135804844607787,3083,1500,1036,547,not_evaluated,not_evaluated
"I remember the days when all you had to do was ring a bell.""",1.6906614785992218,0.0132168093503841,3084,1455,1128,501,not_evaluated,not_evaluated
"'Why are WE building a better mousetrap?""",1.6904934687953557,0.0146832680870995,2756,1377,855,524,not_evaluated,not_evaluated
"I'm building a wall, a beautiful wall, and trust me, the gato is going to pay for it.",1.6845283018867925,0.0154435901936585,2650,1387,712,551,not_evaluated,not_evaluated
"I'm thinking a center aisle with cheese rooms on either 
side.",1.684380504991192,0.0123738550199877,3406,1595,1291,520,not_evaluated,not_evaluated
"Based on prior experiments, if we put a piece of cheese in the far corner, the humans will put the maze together for us.",1.6802231001626773,0.0115137090725135,4303,2137,1406,760,not_evaluated,not_evaluated
Okay. Now all we need is opposable thumbs.,1.677494199535963,0.0211957697209037,1293,651,408,234,not_evaluated,not_evaluated
