caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
I forgot what I came upstairs for.,1.934090138935954,0.010499462535784,5902,2127,2037,1738,incongruity-absurdity,negative
Those better not be my good rocks.,1.922786403692824,0.0114273820077601,4766,1681,1772,1313,sarcasm,negative
"On second thought, put them back in a circle.",1.916911524649037,0.0098773626522797,6126,2111,2416,1599,wit-surprise,neutral
How about you do a little more hunting and a little less gathering?,1.899783315276273,0.010513477197471,5538,2000,2093,1445,sarcasm,neutral
"For God’s sake George, put on some underwear.",1.8929676221901424,0.0116406709216805,4849,1880,1608,1361,wit-surprise,negative
I can't remember what I came up here for.,1.8923264807653164,0.0114467228372334,4913,1874,1694,1345,incongruity-absurdity,negative
"Well, just look at you, Mr. Homo Erectus.",1.884195804195804,0.0134402693955741,3575,1385,1219,971,sarcasm,neutral
"Marry a hunter or gatherer,"" they said. ""But he's so creative,"" I said",1.8795223041798383,0.0102975213183809,5694,2103,2174,1417,sarcasm,neutral
"First a ""wheel"" attached to nothing. Now ""stairs"" to nowhere. No wonder everyone thinks you're a Neanderthal.",1.8738946559015763,0.0111659908137186,5202,2056,1746,1400,unknown,negative
Is this another one of your pyramid schemes?,1.8709372637944064,0.0109035601656802,5292,2050,1875,1367,unknown,negative
I'm sure this time. I liked it better facing the other way.,1.8700980392156863,0.011692832224133,4488,1706,1659,1123,not_evaluated,not_evaluated
It’s a rock classic.  I’ll call it Stairway to Heaven.,1.860007291286912,0.0108960484538928,5486,2224,1806,1456,not_evaluated,not_evaluated
Half a million hunter gatherers on the continent and I go ahead and pick the one engineer.,1.85748502994012,0.0118575953032434,4175,1565,1640,970,not_evaluated,not_evaluated
"First a wheel, now stairs. When are you going to invent something useful?",1.8552200800291012,0.0106792310426088,5498,2179,1936,1383,not_evaluated,not_evaluated
Did you even look at the instructions?,1.8540120183810531,0.0102342084206108,5658,2181,2141,1336,not_evaluated,not_evaluated
"Frankly, it strikes me as a solution in search of a problem.",1.852037480932665,0.0113964840393176,4589,1757,1754,1078,not_evaluated,not_evaluated
That wasn't the kind of erection I had in mind,1.849364199543528,0.0103009362594447,6134,2607,1888,1639,not_evaluated,not_evaluated
Still no reception?,1.840171577769489,0.010629761240469,5362,2121,1977,1264,not_evaluated,not_evaluated
"Okay, now throw me the slinky.",1.8393474088291744,0.0109961941534783,5210,2131,1787,1292,not_evaluated,not_evaluated
Can you see where we parked the wheel?,1.8380706287683035,0.0113511165158654,4644,1828,1741,1075,not_evaluated,not_evaluated
I don't see how this is easier than asking for directions....,1.83540943434756,0.0112813102968758,4897,1995,1713,1189,not_evaluated,not_evaluated
Well? Is it flat or not?,1.8331308221952207,0.0111603938686794,4938,1999,1764,1175,not_evaluated,not_evaluated
Not until you invent the handrail.,1.8291512109971635,0.0113038427417871,4583,1800,1766,1017,not_evaluated,not_evaluated
"Isosceles, you come down this instant!",1.8236707720036047,0.013903045687988,3329,1416,1084,829,not_evaluated,not_evaluated
Don't make me come up there.,1.8225444149479275,0.0110070691737884,4897,2017,1770,1110,not_evaluated,not_evaluated
"Impressive—but you know they’re going to give aliens all the credit, right?",1.8215488215488216,0.0135566392113087,3267,1324,1202,741,not_evaluated,not_evaluated
"Okay, I'll come up, but just for one drink.",1.816593886462882,0.0123929317048539,3893,1586,1435,872,not_evaluated,not_evaluated
"Now that I see it, I liked it better the other way.",1.813947934081681,0.0117749180192893,4187,1677,1612,898,not_evaluated,not_evaluated
I’ve always wanted to live in a brown stone walk-up.,1.807058217413704,0.0124904850347432,3882,1622,1387,873,not_evaluated,not_evaluated
"Based on the way you are looking at me,I think I will call it ‘stairs’",1.803561491374513,0.0131450650730776,3594,1540,1221,833,not_evaluated,not_evaluated
"Just like our relationship, on the rocks and leading nowhere.",1.8018557318168211,0.0137535560875184,3341,1455,1096,790,not_evaluated,not_evaluated
"Now that you've got the 12 steps, what's the program?",1.8014471780028944,0.0132838089859026,3455,1464,1213,778,not_evaluated,not_evaluated
Tell me how the square of the hypotenuse being equal to the sum of the squares of the other two sides is going to put food on the table?,1.8005761843790014,0.0139506169348859,3124,1323,1101,700,not_evaluated,not_evaluated
That's real nice Frank. But Sheila's husband built her a wheel,1.8002399520095982,0.0130172747212435,3334,1408,1220,706,not_evaluated,not_evaluated
You really think Mexico will pay for it?,1.7991360691144709,0.0142563832174358,3241,1458,976,807,not_evaluated,not_evaluated
"While awestruck by progress, Liz quickly identifies a new modern necessity - underwear.",1.7945801271328203,0.014569722323723,2989,1318,967,704,not_evaluated,not_evaluated
Yesterday I discovered fire.  Today I felt duty bound to invent the fire escape.,1.7940165061898212,0.0144356349884957,2908,1242,1023,643,not_evaluated,not_evaluated
Typical. You invent the pedestal and immediately put yourself on top of it.,1.7895331325301205,0.0153028787996583,2656,1164,887,605,not_evaluated,not_evaluated
"Yup, the earth is flat",1.7894342450355938,0.0148185001158325,2669,1122,987,560,not_evaluated,not_evaluated
"Okay, but what are you going to do once you get on the mammoth?",1.7866024869634978,0.0155409965928395,2493,1073,879,541,not_evaluated,not_evaluated
What is it? I’m upstairs,1.786372745490982,0.0154073107085169,2495,1062,904,529,not_evaluated,not_evaluated
"Isosceles,get down here right now!",1.7862720920674064,0.0160005025217609,2433,1073,807,553,not_evaluated,not_evaluated
Now we have to build one that goes down.,1.7840860215053764,0.0159673847174374,2325,994,839,492,not_evaluated,not_evaluated
"Actually, you did leave a few stones unturned.""",1.7823399558498896,0.0161633146209736,2265,970,818,477,not_evaluated,not_evaluated
"No, Lloyd, 10,000 years from now, folks are still going to think it’s stupid.",1.7772578380907815,0.0167193023526176,2137,929,755,453,not_evaluated,not_evaluated
Sure it's tall enough. I just don't think it's a great idea to milk a tyrannosaurus.,1.7758369723435226,0.0172027428480022,2061,913,698,450,not_evaluated,not_evaluated
Still no signal?,1.7750401713979649,0.0176681070936709,1867,801,685,381,not_evaluated,not_evaluated
Now can you see where we parked the wheel?,1.774975272007913,0.0170763096080261,2022,877,724,421,not_evaluated,not_evaluated
I liked your wheel idea better.,1.7719937532535135,0.0171287660143656,1921,810,739,372,not_evaluated,not_evaluated
Yep. It’s flat.,1.7718015665796345,0.0176766501919938,1915,841,670,404,not_evaluated,not_evaluated
And exactly where do you think you're going?,1.7708108108108107,0.0178903069477363,1850,810,655,385,not_evaluated,not_evaluated
"Back up, just a bit.",1.7698497854077253,0.018435736216301,1864,854,585,425,not_evaluated,not_evaluated
I think it would look much nicer over there.,1.769811320754717,0.0176032389114654,1855,802,681,372,not_evaluated,not_evaluated
You threw the instructions out didn’t you...?,1.76905041031653,0.0188998037130647,1706,762,576,368,not_evaluated,not_evaluated
Noah's building his family an ark.,1.7681895093062605,0.0184522795945234,1773,788,608,377,not_evaluated,not_evaluated
I liked it better as a patio.,1.767467859139184,0.01662657096855,1789,783,690,316,not_evaluated,not_evaluated
Just as I thought. There’s nothing going on upstairs.,1.7636363636363637,0.0196620210576923,1595,792,425,378,not_evaluated,not_evaluated
"I can't tell if you're high, or stoned, or both.",1.7622249388753055,0.0192626455433497,1636,737,551,348,not_evaluated,not_evaluated
I need it moved over by the tree.,1.761609907120743,0.0190225366355496,1615,710,580,325,not_evaluated,not_evaluated
"When I said to make something, I meant dinner.",1.761485210824418,0.0189548936942839,1589,718,549,322,not_evaluated,not_evaluated
"Oh, hell. Let’s just let the archeologists figure out what it is.",1.76,0.0191460925004626,1600,707,570,323,not_evaluated,not_evaluated
Why can't you have a man cave like everyone else?,1.7576948264571055,0.0189903322815305,1527,663,580,284,not_evaluated,not_evaluated
Not stoned yet. Just a little high.,1.7566844919786095,0.020087279767368,1496,680,501,315,not_evaluated,not_evaluated
"I can’t decide; move it over here, again.",1.7565922920892494,0.0199769811515727,1479,660,519,300,not_evaluated,not_evaluated
World still looks flat.,1.7552685248130524,0.0187461577205799,1471,666,533,272,not_evaluated,not_evaluated
