caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
"Tall salted caramel macchiato with low-fat organic almond milk, no sugar… It’s him alright.",2.197254147381559,0.0053328014199407,19229,3767,7931,7531,sarcasm,positive
Smells like decaf. They can’t have gone far.,2.1478494623655915,0.0057358942461489,16740,3594,7102,6044,sarcasm,negative
I knew I heard espresso shots.,2.125902554456647,0.0059926025611609,16481,3992,6438,6051,sarcasm,neutral
Americanos.,2.1035898996045024,0.0097104221688569,6574,1732,2429,2413,irony,neutral
Unfiltered water and styrofoam cups. These are some bad hombres.,2.0251498486065627,0.0059883179061092,16183,4587,6643,4953,unknown,negative
"Well, that explains the avocado toast we found a mile back.",2.0248043423377933,0.0060859190416607,15844,4489,6491,4864,sarcasm,neutral
We're here Zeke. We finally made it to California.,2.01929012345679,0.0066503073042811,14256,4381,5233,4642,irony,positive
Make that armed and pretentious.,2.017668576161226,0.00662323973882,14489,4489,5261,4739,unknown,negative
They took the travel mugs.  They could be anywhere by now.,2.011614491192985,0.0066974618012566,13001,3722,5411,3868,sarcasm,neutral
"I'll yell ""EX-presso!""  You shoot them when they pop out to correct me.",2.004418394950406,0.0075326325114427,11090,3486,4085,3519,wit-surprise,negative
Grounds still warm...,1.9999136665803328,0.0071774162778908,11583,3469,4653,3461,not_evaluated,not_evaluated
The milk was steamed. We're dealing with professionals.,1.9860475754803293,0.006581218423414,13116,3831,5644,3641,not_evaluated,not_evaluated
Something tells me we won't catch these fellers sleeping.,1.983725948570401,0.0069730103564395,11122,3112,5089,2921,not_evaluated,not_evaluated
"It’s the Barista gang, alright.",1.977886323268206,0.0073589657472693,11260,3571,4376,3313,not_evaluated,not_evaluated
Two things are for sure - they know we’re coming and they’re jittery.,1.949223602484472,0.0066009102368286,12880,3967,5605,3308,not_evaluated,not_evaluated
Looks like trouble brewing.,1.943664459161148,0.0073074302203818,11325,3770,4431,3124,not_evaluated,not_evaluated
Remember when roughin’ it meant a French press?,1.923089840470193,0.0069533000789695,11910,3942,4956,3012,not_evaluated,not_evaluated
"Well, now we know why they took the cow.",1.921299365470215,0.0075457522899042,10559,3631,4134,2794,not_evaluated,not_evaluated
We must be in an Italian Western.,1.8614737971740296,0.0074258965076324,11182,4344,4051,2787,not_evaluated,not_evaluated
Looks like they got him right after he spilled the beans.,1.827303201941972,0.0082668254776373,8651,3441,3269,1941,not_evaluated,not_evaluated
"Yup, this is where the shots came from.",1.8214462360273025,0.0074613978884734,10109,3935,4059,2115,not_evaluated,not_evaluated
"I don't know what it is either, but I have a sudden urge to sit here for several hours and pretend I'm working on a novel.",1.8161531490711371,0.0082599980412567,8828,3626,3204,1998,not_evaluated,not_evaluated
City slickers! Pressure settings are all wrong for this altitude.,1.816122584943371,0.0079374559728886,9006,3552,3568,1886,not_evaluated,not_evaluated
See that? I reckon we’ll be in Seattle by nightfall.,1.8116185359301544,0.0078755145878307,8934,3483,3655,1796,not_evaluated,not_evaluated
I told you I heard espresso shots.,1.8096904441453567,0.0123324417399557,3715,1470,1482,763,not_evaluated,not_evaluated
This is the mark of El Cappucino,1.8014344534466729,0.0089402069931023,7529,3173,2686,1670,not_evaluated,not_evaluated
"When you said they were headed for the Grande, I assumed meant meant Rio.",1.78851635672594,0.0088409508833357,7367,3085,2766,1516,not_evaluated,not_evaluated
Sorry I dragged you all the way out here. It got 5 stars on Yelp...,1.7863602110022607,0.0086617910332014,7962,3412,2840,1710,not_evaluated,not_evaluated
Must have been some kind of a brewhaha.,1.7666997588994469,0.0090598693116487,7051,3083,2549,1419,not_evaluated,not_evaluated
"Non-organic, non fair trade: I don’t like the looks of this",1.7580760947595118,0.0099866628286726,5572,2404,2126,1042,not_evaluated,not_evaluated
We’ll head ‘em off at the yoga studio.,1.7518098835379288,0.0096686344230383,6354,2876,2182,1296,not_evaluated,not_evaluated
Crazy how there's one of these every few miles.,1.7506875687568757,0.008834725212153,7272,3209,2676,1387,not_evaluated,not_evaluated
Just what I figured—Americanos. And they can’t be far.,1.735347510373444,0.0082869691915018,7712,3345,3069,1298,not_evaluated,not_evaluated
"What they'll gain in stamina, they'll lose on bathroom breaks.",1.7267833109017496,0.0109657138813078,4458,1984,1719,755,not_evaluated,not_evaluated
We'll catch 'em. They'll be tired and cranky by noon.,1.7251418702195904,0.0111720681505021,4053,1752,1676,625,not_evaluated,not_evaluated
Now we know why them Pony Espresso boys never sleep.,1.7223677317967525,0.0118131426474731,3818,1710,1469,639,not_evaluated,not_evaluated
They couldn’t have gotten far. Search the grounds.,1.7130434782608697,0.017349140320116,1840,849,670,321,not_evaluated,not_evaluated
I told you ordering on the app would tip 'em off.,1.702468183571153,0.010365165713975,5186,2456,1822,908,not_evaluated,not_evaluated
"Is that a fucking espresso machine? Christ, I'll bet whoever camped here reads the New Yorker too",1.702228224172856,0.0144817905855026,2962,1492,860,610,not_evaluated,not_evaluated
They'll be holing up for brunch soon.,1.7019191506737443,0.0105146809967486,4898,2276,1807,815,not_evaluated,not_evaluated
That’s the last of the Pony Espresso.,1.6985723997280762,0.0088043146727871,7355,3556,2474,1325,not_evaluated,not_evaluated
"I know, Jeb: the campfire don't make no sense to me, neither.",1.6931656383483626,0.0114468614768361,4214,2010,1488,716,not_evaluated,not_evaluated
If the horses drank it we'll never catch them.,1.6831048208757189,0.0110735032607263,4522,2199,1558,765,not_evaluated,not_evaluated
"Dang-it, they're gone. Wait...there's a name on that cup.",1.682492581602374,0.0182118735946801,1685,823,574,288,not_evaluated,not_evaluated
They left in a hurry — the grounds are still warm.,1.677201447527141,0.0108981583035136,4145,1909,1667,569,not_evaluated,not_evaluated
They couldn't have gotten too far. That's decaf.,1.672573189522342,0.0195561274569715,1298,604,515,179,not_evaluated,not_evaluated
