rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
0,"Well, five acres of popcorn back there says you were.",1.95742471443406,0.0270380422475627,963,360,284,319,sarcasm,neutral
1,So Major Tom... Do you know how fast you were going?,1.9242761692650328,0.0311350547847544,898,427,112,359,sarcasm,neutral
2,"Sir, I don't make the laws of physics I just enforce them.",1.907161803713528,0.0298385688124646,754,291,242,221,unknown,neutral
3,I'm going to need you to take one small step out of the vehicle,1.902912621359224,0.0366284097793172,515,205,155,155,sarcasm,neutral
4,"I don't make the laws of physics, sir. I just enforce them.",1.7760180995475112,0.0374121169074282,442,197,147,98,wit-surprise,neutral
5,"Sir, please take one small step out of the vehicle.",1.7146974063400575,0.0422930395921709,347,171,104,72,unknown,neutral
6,"Take one small step out of the vehicle, sir.",1.7105263157894737,0.0434668836625299,342,174,93,75,irony,neutral
7,You call it a glitch in the space-time continuum. I call it a stop sign.,1.701219512195122,0.0443242685950252,328,169,88,71,incongruity-absurdity,neutral
8,I got you doing light in a sound zone.,1.6876971608832807,0.0433311750730732,317,159,98,60,irony,neutral
9,If you stay below the speed of sound you'll hear the sirens next time.,1.684887459807074,0.0431032236115565,311,154,101,56,sarcasm,neutral
10,"First of all, thank you for stopping.",1.6754098360655738,0.0431784993484058,305,152,100,53,not_evaluated,not_evaluated
11,You're the first one to actually stop.,1.674496644295302,0.0445205826839586,298,152,91,55,not_evaluated,not_evaluated
12,And I suppose they don't have stop signs in the future either.,1.674496644295302,0.0457719234103953,298,157,81,60,not_evaluated,not_evaluated
13,"Sir, I just need you to take one small step out of the vehicle.",1.6744186046511629,0.0431450492426508,301,149,101,51,not_evaluated,not_evaluated
14,I clocked you doing light in a sound zone.,1.6734006734006734,0.0456647079622658,297,156,82,59,not_evaluated,not_evaluated
15,I clocked you at tomorrow.,1.6732673267326732,0.0456454576771232,303,161,80,62,not_evaluated,not_evaluated
16,"First, thanks for stopping.",1.6711864406779662,0.0459478853905593,295,156,80,59,not_evaluated,not_evaluated
