caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
Teach a bear to shop and he will never have to fish again.,1.916985064258423,0.015321855925953,2879,1102,914,863,incongruity-absurdity,neutral
Could you toss it to me instead? I want to tell my wife I caught it.,1.8571428571428568,0.0205748741089226,1512,607,514,391,sarcasm,neutral
It's an appetizer. I'm having people for dinner tonight.,1.821841851494696,0.013022885309035,4148,1894,1099,1155,irony,neutral
Throw it to me.  I want to say I caught it.,1.814803247970019,0.0140911920373739,3202,1369,1057,776,unknown,neutral
This is so much easier. I wish I thought of it sooner.,1.7991426821800367,0.0190791617901461,1633,682,597,354,self-deprecating,positive
I'm on a salmon run.,1.7988800746616893,0.0169597068104509,2143,919,736,488,irony,neutral
"No bag. In fact, if you could toss it at me, that would be great.",1.7987679671457906,0.0201821678303955,1461,611,533,317,unknown,positive
I prefer wild caught but my husband can’t tell the difference.,1.7935086737548964,0.0179540928331913,1787,737,682,368,irony,negative
"No bag, thanks. I want my wife to think I caught it.",1.7692542787286063,0.013693161105052,3272,1468,1091,713,sarcasm,neutral
The stream was on my commute but we're work-from-home now.,1.7679582063561168,0.0159477727967845,2297,999,832,466,irony,neutral
"When I was a kid, we had to catch our own fish!",1.7649122807017543,0.0150884045814126,2565,1121,926,518,not_evaluated,not_evaluated
Do I look like I want a bag?,1.762936221419976,0.0278325112461414,831,389,250,192,not_evaluated,not_evaluated
No bag—my cubs still think I catch my own salmon.,1.7625145518044238,0.0147009090473271,2577,1096,997,484,not_evaluated,not_evaluated
Obviously you haven’t stood for hours in a freezing river trying to catch one with your mouth!,1.7591822591822592,0.0143210884896039,2886,1285,1011,590,not_evaluated,not_evaluated
"That didn’t come from a river where peanuts are processed, did it?",1.7581213307240704,0.0157197820072076,2555,1190,793,572,not_evaluated,not_evaluated
Can I get a discount? This fish is dead.,1.7570128885519334,0.0152756469137451,2638,1210,859,569,not_evaluated,not_evaluated
Don't bother with the bag -- I'll eat it in the car.,1.7533482142857142,0.0145424594071294,2688,1177,997,514,not_evaluated,not_evaluated
Some blonde ate all my porridge.,1.7508361204013378,0.0236256429558946,1196,585,324,287,not_evaluated,not_evaluated
You're sure it's wild caught?  My in-laws can tell.,1.7478260869565216,0.0207515718468296,1265,544,496,225,not_evaluated,not_evaluated
I was in the mood for fast food tonight,1.7473382473382473,0.0152325032630475,2442,1078,903,461,not_evaluated,not_evaluated
"I was assigned omnivore at birth, but I  identify as pescatarian.",1.7376970855231724,0.0171577478050689,2093,991,660,442,not_evaluated,not_evaluated
"I used to catch them myself. But by the time I fly up to Alaska and take a taxi out to the river, the carbon footprint is the same.",1.7228628230616303,0.0153193814711791,2515,1187,838,490,not_evaluated,not_evaluated
Tough year….overhybernated and missed the salmon run,1.7206030150753768,0.0245960178546342,995,477,319,199,not_evaluated,not_evaluated
I’d appreciate the ‘Endangered Species’ discount,1.717754651529486,0.0137352359224207,3171,1522,1022,627,not_evaluated,not_evaluated
The airline said I could check one emotional support animal.,1.7166970802919708,0.0169576710737112,2192,1089,635,468,not_evaluated,not_evaluated
"If my wife asks, you never saw me.",1.7164616285881664,0.018332997540907,1707,800,591,316,not_evaluated,not_evaluated
When I said Holy Mackerel...I meant the price,1.714503816793893,0.0150705076660497,2620,1260,848,512,not_evaluated,not_evaluated
I find my odds are much better at catching them here.,1.7137274059599414,0.0163693698150422,2047,938,757,352,not_evaluated,not_evaluated
"... it's the standing in the river getting my feet wet I can't stand, you know?""",1.713186813186813,0.0246382882411571,910,419,333,158,not_evaluated,not_evaluated
This is the only place I can get wild-caught anymore.,1.711318795430945,0.0140594893773936,2889,1362,999,528,not_evaluated,not_evaluated
"I know, but the water is soooo cold.",1.708398539384455,0.0173055937337479,1917,911,654,352,not_evaluated,not_evaluated
There were a dozen but I got hungry in line.,1.705366922234392,0.0143264694387146,2739,1292,962,485,not_evaluated,not_evaluated
I'd like to return it for something in salmon.,1.7008099094807052,0.016466942009059,2099,1005,717,377,not_evaluated,not_evaluated
I miss the chase.,1.6997590361445782,0.0161463105631267,2075,966,766,343,not_evaluated,not_evaluated
"Actually,would you mind stepping back a bit and throwing it at me?",1.698051948051948,0.0303012390679849,616,295,212,109,not_evaluated,not_evaluated
"Actually, you can skip the bag--I'll just take it in my mouth so my wife thinks I caught it in the river.",1.695906432748538,0.0186091187417292,1539,715,577,247,not_evaluated,not_evaluated
"If it comes up, you never saw me. I told my family I was going to the river",1.695328031809145,0.0163092410221681,2012,938,749,325,not_evaluated,not_evaluated
"Believe me, I can tell fresh from frozen!",1.6915142991092358,0.01588165609602,2133,1004,783,346,not_evaluated,not_evaluated
"I used to look for fish in rivers, but then I found this place.",1.690792487402657,0.0159268701121738,2183,1046,766,371,not_evaluated,not_evaluated
"Sure, it's fresh.  I know the guy who caught it.",1.6902212705210564,0.0156616454368909,2802,1531,608,663,not_evaluated,not_evaluated
