caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
3 ..2.. 1..,2.6712962962962963,0.0341643695171906,432,61,20,351,unknown,neutral
My mother in law sucks all the oxygen out of the room.,1.959183673469388,0.1269714724825176,49,20,11,18,sarcasm,negative
... in case it DOESN’T stop at the penthouse ??,1.7391304347826086,0.168900083946415,23,11,7,5,unknown,neutral
"Psychiatry - 5th floor, huh? Me too !",1.631578947368421,0.1905750963368458,19,11,4,4,irony,neutral
New suit?,1.6111111111111112,0.1832689528471889,18,10,5,3,sarcasm,neutral
Just one small step and you'll be in the lobby.,1.608695652173913,0.1632080855499018,23,13,6,4,sarcasm,neutral
"Watch your one small step, please.",1.6,0.1632993161855452,25,15,5,5,unknown,neutral
"I agree,  the fragrance spritzers are a bit insistent...",1.5714285714285714,0.3688555567816587,7,5,0,2,unknown,neutral
Would you like me to call the shuttle for you?,1.565217391304348,0.1517498325727467,23,13,7,3,sarcasm,neutral
How long do you have to wear that before you win the bet?,1.5555555555555556,0.1661211114658671,18,10,6,2,unknown,neutral
One of us wore the wrong uniform.,1.5555555555555556,0.2421610524189263,9,5,3,1,not_evaluated,not_evaluated
"Taking off this afternoon, sir?",1.5454545454545454,0.1706528428088919,22,14,4,4,not_evaluated,not_evaluated
Try jumping while we go down. It feels like there’s no gravity.,1.5384615384615383,0.2152930208172649,13,8,3,2,not_evaluated,not_evaluated
"Don’t worry , word is that Mr. Johnson is not having lentil soup  for lunch again today",1.5333333333333334,0.2152886581991869,15,10,2,3,not_evaluated,not_evaluated
This is Trump Tower—we are all going down.,1.5333333333333334,0.1918994445677132,15,9,4,2,not_evaluated,not_evaluated
"Sir, would you like me to call a shuttle?",1.5263157894736843,0.1771842971642469,19,12,4,3,not_evaluated,not_evaluated
I might only be able to take you part way,1.5238095238095235,0.1635768003554064,21,13,5,3,not_evaluated,not_evaluated
When I said the lobby lacks atmosphere I didn’t   mean it literally.,1.5,0.2687419249432849,10,7,1,2,not_evaluated,not_evaluated
"I'd be happy to count down from ten, sir, but I draw the line at making rocket noises.",1.5,0.2021130208636108,18,13,1,4,not_evaluated,not_evaluated
"Going up, Sir?",1.5,0.2021130208636108,18,13,1,4,not_evaluated,not_evaluated
This is as far as we go.,1.5,0.2029994857352875,14,9,3,2,not_evaluated,not_evaluated
NASA cut your budget again?,1.5,0.1666666666666666,18,11,5,2,not_evaluated,not_evaluated
So they put you on the smoking floor.,1.5,0.2041241452319315,16,11,2,3,not_evaluated,not_evaluated
"Your room key entitles you to infinity, but not beyond",1.5,0.2029994857352875,14,9,3,2,not_evaluated,not_evaluated
"Observation level, please....",1.5,0.2687419249432849,10,7,1,2,not_evaluated,not_evaluated
"They say dress for the job you want, not the one you have",1.4736842105263157,0.1771842971642469,19,13,3,3,not_evaluated,not_evaluated
I think it just left.,1.4736842105263157,0.1771842971642469,19,13,3,3,not_evaluated,not_evaluated
Funny!  We both work in transportation,1.4705882352941178,0.1740023465617534,17,11,4,2,not_evaluated,not_evaluated
I just needed some space.,1.4705882352941178,0.15140632560275,17,10,6,1,not_evaluated,not_evaluated
"Ok, if I must... 10!..9!...8!..7!..",1.4705882352941178,0.1939839111510723,17,12,2,3,not_evaluated,not_evaluated
