caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
"It seems you promised them herd immunity, Sir.",2.2094096627707884,0.0068222761113924,13433,3087,4446,5900,irony,neutral
Every time we attempt a re-count we fall asleep.,2.102526412494258,0.0078171459091682,10885,3119,3531,4235,incongruity-absurdity,neutral
You figured eating the black one wouldn’t be noticed ??,2.004142182834024,0.0081068890166392,10381,3522,3295,3564,unknown,neutral
YOU unstick them.  Breeding Velcro wool was your idea.,1.9786826653050804,0.0096018326343577,7834,2914,2173,2747,wit-surprise,neutral
'They don't like wolves in cheap clothing.',1.9725212464589237,0.0132296509999931,3530,1140,1347,1043,unknown,negative
They don't hate us because we're wolves; they hate us because we're lawyers.,1.9596834563148329,0.0085072963355519,9351,3360,3008,2983,sarcasm,negative
The jury pool doesn’t look good.,1.922067268252666,0.0160325394050814,2438,866,896,676,unknown,negative
They demand to be counted.,1.9189067427541675,0.0098071512000662,6659,2424,2351,1884,irony,neutral
They really didn’t appreciate your ‘Fleece Navidad’ joke.,1.9024072869225763,0.0103896752188984,6148,2369,2010,1769,sarcasm,negative
"I told you, they’re an extremely close-knit group.",1.8985823336968373,0.0182130668315078,1834,660,700,474,unknown,positive
They found the mint jelly.,1.8913965722043105,0.0108433425479858,5893,2396,1741,1756,not_evaluated,not_evaluated
"Let's get wools suits,"" you said. ""They'll never notice,"" you said",1.887402452619844,0.0147873860403167,2691,960,1074,657,not_evaluated,not_evaluated
I'm going back to Wall Street.  It's easier to fleece everyone there.,1.8847926267281103,0.0169057128807542,2170,812,796,562,not_evaluated,not_evaluated
"I've done more for sheep than anyone in the history of sheeps. More than Mary, who by the way, never had a lamb as great as the lambs I've had. Really great lambs. Fantastic sheeps.",1.8837071142135748,0.0102627142969384,6733,2824,1868,2041,not_evaluated,not_evaluated
"Well Mitch, just two more and we can control the Senate",1.8832618025751076,0.0093657731618919,8155,3448,2211,2496,not_evaluated,not_evaluated
Can you believe 70 million of them are still following us?,1.8817651956702748,0.0166584497043796,2402,959,768,675,not_evaluated,not_evaluated
They found out we've been fleecing them.,1.87665544332211,0.0084422228712053,8910,3446,3117,2347,not_evaluated,not_evaluated
"It's the ""Ewe Too"" movement, Dave. I've gotta let you go.",1.8677923271307144,0.0087939867074603,8706,3582,2693,2431,not_evaluated,not_evaluated
We're mostly to blame for the Ewe Too movement.,1.857532113662904,0.015640582743848,2569,1016,903,650,not_evaluated,not_evaluated
They say they either get a union or nobody sleeps.,1.851648351648352,0.0132454303782745,3640,1472,1236,932,not_evaluated,not_evaluated
Just tell them your gonna build a fence and the foxes are going to pay for it.,1.8443229334191056,0.010395186359787,6218,2648,1890,1680,not_evaluated,not_evaluated
I think we're talking muttony.,1.816798361135499,0.0137702006704917,3417,1477,1089,851,not_evaluated,not_evaluated
"When they asked you who you wearing, you probably shouldn't have said 'Edna""",1.808025177025964,0.0160712289879972,2542,1125,780,637,not_evaluated,not_evaluated
"For starters, we should have worn sheep's clothing.",1.7793493635077793,0.0162730660242998,2121,881,827,413,not_evaluated,not_evaluated
I’m not sure what they expected. They knew what we were when they elected us.,1.7583932853717026,0.0110211518850152,5004,2271,1671,1062,not_evaluated,not_evaluated
All I said was black sheep matter,1.754233409610984,0.0123712001728242,4370,2130,1184,1056,not_evaluated,not_evaluated
"Large, angry group, no social distancing, no masks- that's the demographics that we're looking for.",1.7470817120622568,0.0221678314734111,1285,609,392,284,not_evaluated,not_evaluated
Don't think of them as angry - think of them as delicious.,1.7431513903192586,0.0114000936711495,4855,2315,1472,1068,not_evaluated,not_evaluated
I say we count only the legal sheep.,1.7398513436249283,0.0183249102412168,1749,800,604,345,not_evaluated,not_evaluated
Apparently they read something you posted on Facebook.,1.7352941176470589,0.0136265285478259,3366,1615,1027,724,not_evaluated,not_evaluated
Ignore it. It’s fake ewes.,1.7325383304940374,0.0235542058762495,1174,581,326,267,not_evaluated,not_evaluated
They remember being fleeced in 2016.,1.730275229357798,0.0233051528289825,1090,509,366,215,not_evaluated,not_evaluated
"Sorry, I know you just fell asleep, but they demand a recount.",1.7191011235955056,0.0130815731274586,3471,1655,1136,680,not_evaluated,not_evaluated
"Damn herd mentality,sir",1.7144827586206897,0.0142934432863753,2900,1391,946,563,not_evaluated,not_evaluated
Tell them they all count.,1.7082027168234064,0.0123462548455328,3828,1838,1269,721,not_evaluated,not_evaluated
Looks like a lambslide.,1.708033964728935,0.0201013384253118,1531,762,454,315,not_evaluated,not_evaluated
You shouldn't have eaten Bo Peep,1.707356076759062,0.012962267036602,3752,1892,1066,794,not_evaluated,not_evaluated
I fear this is the winter of THEIR discontent.,1.7037151702786375,0.0141133649750677,3230,1659,869,702,not_evaluated,not_evaluated
I strongly suggest you bleat the Fifth.,1.701066260472201,0.0155804391369697,2626,1349,714,563,not_evaluated,not_evaluated
It's your job to get the wool back over their eyes.,1.698489010989011,0.0141667510323927,2912,1422,946,544,not_evaluated,not_evaluated
Could we offer them herd immunity?,1.69133506879881,0.014356716791068,2689,1288,943,458,not_evaluated,not_evaluated
Wool suits might have been a mistake.,1.6906936558874353,0.0119207453127843,4051,1986,1332,733,not_evaluated,not_evaluated
They want to know what we did with those three little pigs.,1.6756551462210407,0.0147758493559372,2633,1322,843,468,not_evaluated,not_evaluated
I say we get the flock out of here,1.6755583126550868,0.0192198848242238,1612,826,483,303,not_evaluated,not_evaluated
It’s the #EweToo movement.,1.6704035874439462,0.0137860235843505,3122,1610,931,581,not_evaluated,not_evaluated
"OK, these suits aren't working any better than the sheep's clothing.  I suggest we tell them we're from the Trump Whitehouse; sheep seem to believe ANYTHING that comes out of there.",1.6703507928880346,0.0176201422469023,2081,1128,511,442,not_evaluated,not_evaluated
Weird — these disguises worked on Wall Street.,1.6671738303537469,0.0148313940907598,2629,1343,818,468,not_evaluated,not_evaluated
I said wear the OTHER wool suit!,1.6641735228122665,0.0155145094376169,2674,1460,652,562,not_evaluated,not_evaluated
Trump rally,1.6592039800995024,0.0200156802498868,1608,885,386,337,not_evaluated,not_evaluated
They know polyester when they see it.,1.657443491816056,0.0150353594294006,2566,1334,777,455,not_evaluated,not_evaluated
I say we forget our place in the food chain and run.,1.6571671629094002,0.015871169783616,2351,1237,683,431,not_evaluated,not_evaluated
Wooly Bullies,1.6551561021759698,0.0176694877982058,2114,1190,464,460,not_evaluated,not_evaluated
The TV channel they've been watching has suddenly started telling them the truth.,1.6537691794529688,0.0195394016459588,1499,778,462,259,not_evaluated,not_evaluated
"Okay, I've got it: we're Belgian Shepherds.",1.6533275337103088,0.0166392381015043,2299,1268,560,471,not_evaluated,not_evaluated
I told you silk suits were a bad idea: it's a very strong union.,1.6516409648082246,0.0153992779220854,2529,1352,706,471,not_evaluated,not_evaluated
I don’t think we can pull the wool over their eyes any longer.,1.6481818181818182,0.022478680143518,1100,567,353,180,not_evaluated,not_evaluated
"I told you, you marry her, you marry her family",1.6469418199900547,0.0171388397220841,2011,1074,573,364,not_evaluated,not_evaluated
I have a baaaad feeling about this.,1.645945945945946,0.0272218048143199,740,380,242,118,not_evaluated,not_evaluated
Maybe we should try for the pigs again. There were only 3 of them.,1.6427038626609445,0.017700812576314,1864,996,538,330,not_evaluated,not_evaluated
Would you like me to wolfsplain it to them?,1.6408417025346724,0.0171893212205285,2091,1156,530,405,not_evaluated,not_evaluated
"Counting sheep??? Nobody counts sheep to sleep!!! That’s all nonsense, a nursery conspiracy!!!",1.638862559241706,0.0175896826507871,2110,1207,458,445,not_evaluated,not_evaluated
Ixnay on the tail.,1.638369304556355,0.0175041508165896,2085,1179,481,425,not_evaluated,not_evaluated
"Not eat, sir. Greet.  It’s a Meet and Greet.",1.6376638855780692,0.0186397558118807,1678,903,480,295,not_evaluated,not_evaluated
They're not buying the 'herd immunity' story.,1.637128712871287,0.0165198740577147,2020,1056,641,323,not_evaluated,not_evaluated
"Now that I think about it, Burt's email might have said ""wear a sheep suit"", not ""cheap suit"".",1.6362725450901805,0.0169195227980971,1996,1065,592,339,not_evaluated,not_evaluated
"With red caps they'll be perfect, Sir.",1.6354368932038834,0.0179406610430509,2060,1195,421,444,not_evaluated,not_evaluated
"They're not buying it. They say if we're here to count them, we'd be in our pajamas and carrying a pillow.""",1.6341463414634143,0.0183648353889103,1722,930,492,300,not_evaluated,not_evaluated
They herd about the new insomnia medication,1.6307439824945296,0.0190480067785327,1828,1068,367,393,not_evaluated,not_evaluated
"Mr President, it appears the lambs can no longer be silenced",1.6242955541640576,0.0191896091462537,1597,882,433,282,not_evaluated,not_evaluated
Tell them we'll do a recount.,1.6235854675402026,0.018305814454197,1679,907,497,275,not_evaluated,not_evaluated
"Ironically, I’m going to have to throw you to the sheep.",1.6233183856502242,0.0194635509188442,1561,866,417,278,not_evaluated,not_evaluated
Nobody's done more for sheep than I have.,1.6221919673247107,0.0201929000647792,1469,822,380,267,not_evaluated,not_evaluated
Don't worry.  These Republicans will go wherever you tell them.,1.6189591078066914,0.0330140512337969,538,299,145,94,not_evaluated,not_evaluated
