caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
"If you watch “Gone With the Wind” with red glasses, the South wins.",1.7082807902480033,0.0173427838711161,2379,1299,475,605,incongruity-absurdity,neutral
I'm glad we got the progressive lenses.,1.6721560130010835,0.0121026672652426,4615,2564,1000,1051,unknown,positive
He’s still orange.,1.6697651663405089,0.0127268467998783,4088,2251,936,901,irony,negative
They're progressive lenses.,1.647887323943662,0.0140543172109495,3053,1647,834,572,irony,neutral
Funny.  He still looks orange.,1.6448362720403022,0.0134601405930682,3573,2016,810,747,irony,neutral
This explains the mixed reviews.,1.6263079222720478,0.014233941019329,2676,1412,852,412,unknown,neutral
Do these glasses make me look liberal?,1.6220338983050848,0.0162431172140135,2360,1349,554,457,unknown,neutral
I can see why the reviews were mixed.,1.6193957115009747,0.0163694668264917,2052,1103,627,322,unknown,neutral
This is depressing. Let's try the rose-colored glasses.,1.6183107672469377,0.0192628441208447,1551,855,433,263,unknown,negative
Why don't they laugh when we laugh?,1.6172140430351076,0.0180118659188961,1766,973,496,297,unknown,negative
We’re so polarized.,1.6113085621970922,0.0143700157722051,3095,1824,650,621,not_evaluated,not_evaluated
They’re polarizing lenses”,1.6064757160647571,0.0264235136987181,803,445,229,129,not_evaluated,not_evaluated
"This way, you only see the content that you agree with.",1.6046353101567823,0.0201209905500856,1467,840,367,260,not_evaluated,not_evaluated
The guy behind you must be an Independent.,1.6032531824611032,0.019120182773764,1414,757,461,196,not_evaluated,not_evaluated
I thought a blue movie was something else entirely.,1.601063829787234,0.0277954204579386,752,428,196,128,not_evaluated,not_evaluated
"When they said the glasses were polarized, I had no idea.",1.5956805625313912,0.017544169045545,1991,1175,446,370,not_evaluated,not_evaluated
Movie night at the Senate.,1.5934579439252337,0.0258358485488335,856,489,226,141,not_evaluated,not_evaluated
Who knew? You can gerrymander a theatre.,1.5907859078590787,0.0193936220341567,1476,835,410,231,not_evaluated,not_evaluated
I see why the reviews were mixed.,1.5880092236740968,0.019831563892966,1301,711,415,175,not_evaluated,not_evaluated
"I'm telling you, this country has never been so polarized.",1.579885877318117,0.0197163472008933,1402,800,391,211,not_evaluated,not_evaluated
"""I took them off once, and the unfiltered reality nearly killed me.""",1.5772277227722773,0.0233046840822494,1010,593,256,161,not_evaluated,not_evaluated
Now You Know What It Feels Like To Be a Democrat In Texas!,1.573073073073073,0.0169684182818988,1998,1183,485,330,not_evaluated,not_evaluated
Is this your first Presidential debate?,1.570860927152318,0.018806687241377,1510,866,426,218,not_evaluated,not_evaluated
"Why did you pick ""The Story of the Republican Party"" in 3 D? There's no depth, there's no perception, and there is definitely NO action.",1.5584817970565452,0.0213389215370826,1291,790,281,220,not_evaluated,not_evaluated
I don't think I'll ever understand how this Iowa caucus works.,1.5526675786593709,0.0192248090087858,1462,868,380,214,not_evaluated,not_evaluated
"We may be gasping at different parts, but we all seem to agree it’s a horror show.",1.5507900677200903,0.020125066636033,1329,790,346,193,not_evaluated,not_evaluated
This is the weirdest jury selection process I've ever gone through!,1.5503080082135523,0.0191660437881083,1461,868,382,211,not_evaluated,not_evaluated
That's it.  We're leaving Texas.,1.5501519756838906,0.0208968587829846,1316,807,294,215,not_evaluated,not_evaluated
I hate the undecideds even more.”,1.5497448979591837,0.0207519978277882,1568,1041,192,335,not_evaluated,not_evaluated
Let's just disagree to disagree.”,1.5473061760840998,0.0203756273712493,1522,981,249,292,not_evaluated,not_evaluated
Remember when we all watched the same movie?,1.5438373570520965,0.0254048763212986,787,461,224,102,not_evaluated,not_evaluated
Casting Brad Pitt in the lead was probably a mistake.,1.5397727272727273,0.0225096799287939,1408,975,106,327,not_evaluated,not_evaluated
It’s like you can reach out and touch the indictments.,1.5373608903020668,0.0216434317505693,1258,796,248,214,not_evaluated,not_evaluated
Is it just me or have movies gotten way too political?,1.535840188014101,0.024428403667411,851,505,236,110,not_evaluated,not_evaluated
Here's something we should be able to agree on: the movie is over.”,1.5331098072087177,0.0236136110727687,1193,805,140,248,not_evaluated,not_evaluated
"Maybe, sweetie, it's time we moved out of  Texas.",1.5328778821520068,0.0224006171122282,1171,745,228,198,not_evaluated,not_evaluated
"I like the movie, but why are so many people cheering for the dictator?",1.5323554788610871,0.0213982325769006,1159,705,291,163,not_evaluated,not_evaluated
I think these are polarized.”,1.531786941580756,0.021397735051509,1164,710,289,165,not_evaluated,not_evaluated
"Well, it is a political film.",1.5311676909569798,0.0207417477066628,1139,671,331,137,not_evaluated,not_evaluated
Welcome to Texas!,1.5283993115318415,0.0226410542457582,1162,749,212,201,not_evaluated,not_evaluated
You see what you want to see.,1.5223214285714286,0.0235183862012445,896,538,248,110,not_evaluated,not_evaluated
So how do you like Austin?,1.5222112537018757,0.024167285563427,1013,657,183,173,not_evaluated,not_evaluated
Partisanship is good for box office.”,1.520958083832335,0.0260389026427402,1002,695,92,215,not_evaluated,not_evaluated
