rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
0,I'm the fitness guru. The wisdom guru is one mountain over.,1.8819897084048027,0.0142851860673068,2915,1059,1141,715,wit-surprise,neutral
1,When I retired from Google they let me keep my chair.,1.87615988579586,0.0147953224019392,2802,1054,1041,707,wit-surprise,neutral
2,It's for my back. You have two more questions.,1.875340599455041,0.014478442232125,2936,1109,1084,743,unknown,neutral
3,"No, but I can show you the path to a tighter butt.",1.8454746136865343,0.0160921105042777,2265,866,883,516,unknown,neutral
4,"Before I settled here, I bounced around a lot.",1.8446740292126824,0.0145098730841201,2807,1081,1081,645,irony,neutral
5,It turns out that inner peace is 95% core strength.,1.834127327847553,0.0159247806600023,2309,899,894,516,incongruity-absurdity,positive
6,Enlightenment? I'm just trying to achieve alignment.,1.8191560616208973,0.0139572818968611,2986,1187,1152,647,wit-surprise,neutral
7,"The keys to a long life are balance and color, but mostly staying away from the edge.",1.7991329479768785,0.0144909990463222,2768,1138,1048,582,incongruity-absurdity,positive
8,"You only get one question and you ask, ""What's that?""!",1.7921348314606742,0.0148204497735248,2848,1248,944,656,wit-surprise,neutral
9,I think there's a misunderstanding. I'm the Bally Lama.,1.75046468401487,0.0169951221151506,2152,1004,681,467,wit-surprise,neutral
10,It has nothing to do with the meaning of life. It's just more comfortable than sitting on rocks.,1.7475442043222005,0.0227135277272941,1018,428,419,171,not_evaluated,not_evaluated
11,"Forgot your question, didn’t you?",1.7304643261608157,0.015025057075363,2649,1245,873,531,not_evaluated,not_evaluated
12,"Honestly, I stopped caring about the meaning of life after I got one of these.",1.7201283079390537,0.0149984055496249,2494,1146,900,448,not_evaluated,not_evaluated
13,Finally it dawned on me that I could sit on it INSTEAD of rolling it up the hill.,1.7112345151644597,0.0156448887615078,2341,1106,805,430,not_evaluated,not_evaluated
14,I'm strengthening my core beliefs.,1.7021650087770626,0.0178821361255216,1709,797,624,288,not_evaluated,not_evaluated
15,It’s not how far you fall. It’s how you bounce back.,1.6960600375234522,0.0179825949417609,1599,730,625,244,not_evaluated,not_evaluated
16,I am no longer between the rock and the hard place.,1.689829437776374,0.0189226258510436,1583,770,534,279,not_evaluated,not_evaluated
17,Do you seek alignment?,1.6878216123499143,0.0156932089970504,2332,1147,766,419,not_evaluated,not_evaluated
18,"Absalom, Abs Salon, who wouldn't make that mistake?",1.6871945259042034,0.016891457869838,2046,1017,652,377,not_evaluated,not_evaluated
19,You just roll with it.,1.6840328027013989,0.0163914051142816,2073,1008,712,353,not_evaluated,not_evaluated
20,"When the Geni asked me what I wanted, I told him ""Enough green to have a ball and sit on top of the world.""",1.6813370473537603,0.0190426245331023,1795,961,445,389,not_evaluated,not_evaluated
21,Enlightenment takes balls.,1.679172679172679,0.0170983052006785,2079,1072,602,405,not_evaluated,not_evaluated
22,You must first find stability.,1.6744186046511629,0.0232614063099365,946,446,362,138,not_evaluated,not_evaluated
23,"I'm living in a cave without light, heat or plumbing and you're asking ME for advice?",1.6712839637719763,0.0181672234327734,1877,991,512,374,not_evaluated,not_evaluated
24,"So you're telling me that you traveled all this way to see, in person, the first colored object ever included in a New Yorker cartoon ?",1.6416264645072365,0.0200245311845671,1451,775,421,255,not_evaluated,not_evaluated
25,"So Ray, the last thing I remember is my wife driving me to the airport saying, “You want a man cave? I’ll give you a man cave!”",1.6262870987280436,0.018717768054136,1651,901,466,284,not_evaluated,not_evaluated
26,Cyber Monday impulse buy.,1.6251980982567351,0.0202057726797996,1262,650,435,177,not_evaluated,not_evaluated
27,Sisyphus. What’s yours?,1.6216577540106951,0.0192161496788085,1496,803,456,237,not_evaluated,not_evaluated
28,The key to happiness? Amazon prime.,1.62019758507135,0.0244747568017252,911,487,283,141,not_evaluated,not_evaluated
29,He's off this week. I'm his cousin Bobby Lama.,1.617801047120419,0.0240164827866638,955,515,290,150,not_evaluated,not_evaluated
30,"Your reading way too much into it, son. Green's all they had left..",1.6104060913705585,0.0258185567418117,788,420,255,113,not_evaluated,not_evaluated
31,I hope you brought something that removes Crazy Glue.,1.6096491228070176,0.0220845396507665,1140,626,333,181,not_evaluated,not_evaluated
32,The standing desk made me look like an asshole.,1.6083530338849488,0.0213629656838603,1269,713,340,216,not_evaluated,not_evaluated
33,"No, no, I’m core muscles. The core values guy is the next mountain over.",1.6033519553072626,0.0205713355315429,1253,679,392,182,not_evaluated,not_evaluated
34,Meaning of life? No idea. But let me tell you about the importance of good posture.,1.601878612716763,0.0190912792992114,1384,734,467,183,not_evaluated,not_evaluated
35,"When I figured out how to make peas larger, the 'meaning of life' didn't seem so important anymore.",1.599813432835821,0.0226944228394451,1072,596,309,167,not_evaluated,not_evaluated
36,"They offered me immunity, and the fitness protection program.",1.597612958226769,0.0216448630110729,1173,653,339,181,not_evaluated,not_evaluated
37,The meaning of life guru is in the other mountain. I'm the Pilates guy.,1.5970961887477313,0.0179480582409418,1653,907,505,241,not_evaluated,not_evaluated
38,"At the moment, I'm inclined to think that the meaning of life is balance.",1.5911492734478203,0.0180694768229133,1514,810,513,191,not_evaluated,not_evaluated
39,Great news! Suffering is NOT the answer!,1.5895627644569816,0.0267637897163067,709,385,230,94,not_evaluated,not_evaluated
40,You should have seen the martini.,1.583025830258303,0.0230091919103327,1084,631,274,179,not_evaluated,not_evaluated
