caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
This is too easy. Let’s put them in an IKEA.,1.8406593406593408,0.0183313490191832,2002,858,605,539,unknown,negative
"And to think, all we did was change their diet from Velveeta to Brie.",1.79013698630137,0.0136710053054767,3650,1708,1000,942,wit-surprise,neutral
"Nothing has sold yet, but we’ve gotten a few nibbles.",1.782471199457872,0.0119616570128632,4427,1988,1414,1025,unknown,neutral
The male? He immediately identified a potential mate and began explaining composition and color theory.,1.756063432835821,0.0173772353581554,2144,1019,629,496,sarcasm,neutral
They’ve learned to feign interest until the cheese platters come out.,1.7515513126491646,0.0123622276949058,4190,1991,1249,950,unknown,neutral
It’s remarkable when you consider three of them are blind.,1.7382702091577162,0.0135972561868753,3538,1741,982,815,wit-surprise,negative
And then we trap them in the gift shop.,1.7343423799582462,0.0127261478995429,3832,1833,1184,815,irony,neutral
They’re not looking for a way out. They’re looking for meaning.,1.7268188302425107,0.0117627682533013,4206,1955,1445,806,wit-surprise,neutral
"I was trying to boost their intelligence, but I merely made them pretentious.",1.7236057523675905,0.0147183841591156,2851,1383,873,595,wit-surprise,negative
"For some reason, they never find their way out of the Escher exhibit.",1.7235329703569269,0.019332941794366,1653,802,506,345,irony,negative
You think that's strange?  We're still looking for the one who painted them.,1.7206063088897992,0.0162225279266669,2441,1220,683,538,not_evaluated,not_evaluated
They just look.  They never buy.,1.7205764611689351,0.0150401520728404,2498,1152,892,454,not_evaluated,not_evaluated
"Of course, the only way out is through the gift shop.",1.7194337194337197,0.0160810079577255,2331,1121,743,467,not_evaluated,not_evaluated
The audience is still predominantly white.,1.7187413745514766,0.0133547701919172,3623,1823,996,804,not_evaluated,not_evaluated
This isn't the sort of lab culture I had in mind.,1.7177522349936143,0.0195557222807741,1566,752,504,310,not_evaluated,not_evaluated
The really smart ones come on weekdays to avoid the crowds.,1.712048497095226,0.012072361603015,3959,1876,1347,736,not_evaluated,not_evaluated
These must be the City Mice.,1.707207207207207,0.022583853002692,1110,524,387,199,not_evaluated,not_evaluated
I like this more than giving them cancer.,1.6989690721649484,0.0158258928920002,2425,1211,733,481,not_evaluated,not_evaluated
We are one step closer to isolating the pretentiousness gene,1.6983078827899298,0.0157430027639477,2423,1203,748,472,not_evaluated,not_evaluated
"Oh, they know where the exit is. They just don't want to seem uncultured by being the first one to leave.",1.697705802968961,0.0194295860409662,1482,706,518,258,not_evaluated,not_evaluated
"So it appears if we remove the gift shop, they never find their way out.",1.6927398444252375,0.0160137372908199,2314,1151,723,440,not_evaluated,not_evaluated
"Okay, we've proven that everyone's a critic.",1.688300220750552,0.0158480376341336,2265,1107,757,401,not_evaluated,not_evaluated
Who knew you could insert a gene for pretentiousness?,1.6847290640394088,0.0202417545748131,1421,708,453,260,not_evaluated,not_evaluated
And now they will only eat brie or camembert.,1.6840215439856374,0.012473600372939,3899,1993,1145,761,not_evaluated,not_evaluated
They are really only here for the wine and cheese,1.6756756756756757,0.0154671850377802,2368,1179,778,411,not_evaluated,not_evaluated
On average they go through much faster when we hang Warhols,1.668332576101772,0.0159500970763222,2201,1102,727,372,not_evaluated,not_evaluated
"They're not experts, but they gnaw what they like.",1.6645962732919255,0.0189767743614129,1610,827,496,287,not_evaluated,not_evaluated
This isn’t what I meant when I asked you to start a culture we could test on rats.,1.6614481409001958,0.0235937955287082,1022,522,324,176,not_evaluated,not_evaluated
I think they only came because of the free wine and cheese.,1.6521378165213785,0.0153256978098949,2409,1246,755,408,not_evaluated,not_evaluated
"I agree it's impressive, but not one of them has found the exit.",1.6513432835820896,0.0176993449606838,1675,833,593,249,not_evaluated,not_evaluated
"The subject's mimic human behavior..they pretend to come for the art but their  really here for the free cheese""",1.6481567895473634,0.0163207815632758,2143,1121,655,367,not_evaluated,not_evaluated
"Exactly the same as the last group: 1. Still lifes with cheese,
2. Panic-stricken cats, and 3. Anything by Banksy.",1.6425902864259028,0.0153075702934915,2409,1264,742,403,not_evaluated,not_evaluated
This is the control group we got from the Met.,1.6422018348623852,0.015767139303345,2180,1120,720,340,not_evaluated,not_evaluated
Do you want to tell them we’re closing in 5 minutes?,1.6402439024390243,0.0327640337093128,492,250,169,73,not_evaluated,not_evaluated
I thought this was a blind study.,1.6388160359685275,0.0146092757507089,2669,1416,801,452,not_evaluated,not_evaluated
"We believe, mice and men share a common trait: the ability to look interested at things they will never understand.",1.6360792492179352,0.0139230512627351,2877,1516,892,469,not_evaluated,not_evaluated
They seem to resent that the only way out is through the gift shop.,1.635036496350365,0.0151951955152066,2466,1316,734,416,not_evaluated,not_evaluated
"Instead of cheese, their reward is feeling superior.",1.6333465033583563,0.0147954527933966,2531,1335,789,407,not_evaluated,not_evaluated
"So far, we’ve learned that art makes them walk upright on two feet.",1.6323251417769375,0.0161823403651932,2116,1118,658,340,not_evaluated,not_evaluated
The art history majors take the longest.,1.628525382755842,0.0149565558335588,2482,1321,762,399,not_evaluated,not_evaluated
"A researcher said there was a Rodin exhibit at the museum, and they thought there was a rodent exhibit at the mazeum.",1.621503017004937,0.0174967814498751,1823,984,545,294,not_evaluated,not_evaluated
Do they buy anything or are they just here for the cheese plate?,1.619718309859155,0.0167629914145513,1846,963,622,261,not_evaluated,not_evaluated
I can't tell if  they actually grasp the concept of abstract art or if they're just being pretentious.,1.6181938911022575,0.0188513151542516,1506,800,481,225,not_evaluated,not_evaluated
"Still and all, I throw a piece of cheese in there and they'll trample a Picasso to get to it.",1.60786065207682,0.0155246830483887,2239,1215,687,337,not_evaluated,not_evaluated
"We were right: if they aren’t allowed to take selfies, they actually look at the art!",1.6035120147874309,0.0156595306101237,2164,1173,676,315,not_evaluated,not_evaluated
"Just like humans, though...Once you add the cheese buffet, they all run to THAT end of the gallery...",1.601024208566108,0.0155913853405705,2148,1160,685,303,not_evaluated,not_evaluated
Abstract Expressionism? I’d be lost too.,1.5887493173129437,0.0167966084344568,1831,1004,576,251,not_evaluated,not_evaluated
"They don't know much about art, but they know what they like.",1.5885902358749315,0.0165106039424004,1823,982,609,232,not_evaluated,not_evaluated
"Unsurprisingly, they know it when they see it.",1.5810983397190297,0.0178765386100292,1566,857,508,201,not_evaluated,not_evaluated
I find it so much more rewarding to test aesthetics instead of anaesthetics.,1.5789473684210529,0.0242825797475646,893,502,265,126,not_evaluated,not_evaluated
"These days, everybody's a critic.",1.5547407019381876,0.0179189871896454,1909,1199,361,349,not_evaluated,not_evaluated
I think they're missing the bigger picture.,1.5543478260869563,0.0441856161813029,276,163,73,40,not_evaluated,not_evaluated
We got government funding for this?,1.546287809349221,0.0215919004394987,1091,637,312,142,not_evaluated,not_evaluated
This is how we choose which cartoon to put in The New Yorker next week.,1.537898936170213,0.0198627788305258,1504,954,291,259,not_evaluated,not_evaluated
We’ve isolated the highbrow gene.,1.5333833458364592,0.02035645785122,1333,824,307,202,not_evaluated,not_evaluated
It appears they are looking for meaning instead of the exit.,1.5300859598853869,0.0191710869181419,1396,840,372,184,not_evaluated,not_evaluated
It's the new Sackler Wing.,1.5258152173913044,0.0271757153350856,736,457,171,108,not_evaluated,not_evaluated
Trouble is .. they don't want to find a way out.,1.5234567901234568,0.0240827494287001,810,475,246,89,not_evaluated,not_evaluated
Getting them from a university lab was a huge mistake.,1.521776259607173,0.021650203454622,1171,735,261,175,not_evaluated,not_evaluated
The control group never left the gift shop.,1.5213607594936709,0.0205079844168299,1264,783,303,178,not_evaluated,not_evaluated
They seem less confused by the post modernism than me.,1.516839378238342,0.0244830248639051,772,455,235,82,not_evaluated,not_evaluated
"And somehow, we're still going to lose to the baking soda volcano.",1.5084112149532711,0.0228921419701205,1070,692,212,166,not_evaluated,not_evaluated
They're all saying the same thing: 'Any of my 200 children could have done that.',1.505411255411255,0.0241395703831142,924,590,201,133,not_evaluated,not_evaluated
"They used to be happy with pellets, but now they'll only eat Camembert paired with a dry Riesling.",1.5035897435897436,0.0231681565292212,975,617,225,133,not_evaluated,not_evaluated
They show a strong preference for the scratch ‘n sniff paintings.,1.502970297029703,0.0229443091905023,1010,644,224,142,not_evaluated,not_evaluated
"Obviously, they prefer his blue cheese period.",1.4978902953586497,0.0232428736832995,948,600,224,124,not_evaluated,not_evaluated
"At first, all they wanted was some cheese at the end. Then they requested some fine wine, and now this.",1.496018202502844,0.0243537514731238,879,562,198,119,not_evaluated,not_evaluated
Group B is loose in the Met.,1.494097807757167,0.0283539051243861,593,367,159,67,not_evaluated,not_evaluated
We've got some of them thinking outside the box.,1.4922425952045133,0.0268249260615435,709,452,165,92,not_evaluated,not_evaluated
The exit is through the gift shop.,1.49,0.0269329389501126,700,447,163,90,not_evaluated,not_evaluated
The wine and cheese really brings them in.,1.48642266824085,0.0239666623491321,847,535,212,100,not_evaluated,not_evaluated
This is why we discourage double majors.,1.4861278648974667,0.0238696572671962,829,518,219,92,not_evaluated,not_evaluated
Somehow they figured out Sundays are free.,1.4857512953367875,0.0241396402309646,772,474,221,77,not_evaluated,not_evaluated
"They may not know anything about art, but they know what they like",1.482808022922636,0.0254977094461624,698,432,195,71,not_evaluated,not_evaluated
They tend to ignore the Dada collection.,1.4818401937046004,0.0203508590144163,826,466,322,38,not_evaluated,not_evaluated
"Sure, they're looking carefully, but they never buy anything.",1.4814814814814814,0.0235758005989968,810,501,228,81,not_evaluated,not_evaluated
Now they won’t do anything without cheese and wine.,1.4811827956989247,0.0262785260765422,744,484,162,98,not_evaluated,not_evaluated
They tend to look at each painting for around 30 seconds to give the illusion they've understood the piece.,1.4806629834254144,0.0250599825175467,724,450,200,74,not_evaluated,not_evaluated
Who curated this experiment?,1.4798890429958391,0.0278955183840538,721,487,122,112,not_evaluated,not_evaluated
I've got to hand it to you. They're well-bred.,1.4788359788359788,0.023103316399858,756,452,246,58,not_evaluated,not_evaluated
"You've been feeding them artisan cheese again, haven't you?",1.47875,0.024562465068429,800,510,197,93,not_evaluated,not_evaluated
We did train them to find an opening.,1.4743589743589745,0.0270090271732982,624,392,168,64,not_evaluated,not_evaluated
