caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
„.dnos ǝɥʇ ɹǝpɹo ʇ’uoᗡ„,1.9204375932371955,0.0131216564558835,4022,1565,1212,1245,unknown,neutral
It appears the tables have turned.,1.8742138364779877,0.0196429529392602,1590,600,590,400,irony,neutral
We should've ordered our drinks straight up.,1.8339622641509437,0.0164694819810726,2385,1002,777,606,sarcasm,neutral
"I guess I should have said ""cheers"" instead of ""bottoms up.""",1.8318851530034,0.015199969531343,2647,1069,954,624,sarcasm,neutral
I’m not sure you appreciate the gravity of the situation.,1.825581395348837,0.0191975680591442,1720,721,578,421,sarcasm,negative
"Okay, fine...then explain the tablecloth.",1.8234544295729764,0.0201822858682675,1569,664,518,387,sarcasm,neutral
I'm definitely ordering the sticky rice.,1.8231098430813124,0.0143667987658221,2804,1103,1094,607,unknown,neutral
Where are the little drink umbrellas when you need them?,1.812249570692616,0.0188377445110607,1747,736,603,408,incongruity-absurdity,neutral
Your first time in Australia?,1.811014711429649,0.0156213275441397,2651,1155,842,654,irony,neutral
I don't think you understand the gravity of the situation.,1.8048048048048049,0.0177695635372156,1998,863,662,473,sarcasm,negative
"On the upside, your glass is no longer half-empty",1.8043937473595268,0.0157454895732372,2367,971,888,508,not_evaluated,not_evaluated
I don’t think you fully appreciate the gravity of the situation,1.7952569169960475,0.0222835135059969,1265,553,418,294,not_evaluated,not_evaluated
"Quick, in the upper right-hand corner, click on Rotate Frame.”",1.794961921499707,0.0190086136131923,1707,737,583,387,not_evaluated,not_evaluated
"If we order the apple turnover, we should be ok.",1.7944307944307945,0.0156545033418267,2442,1033,878,531,not_evaluated,not_evaluated
I thought the sign said  no tipping.,1.7928730512249442,0.0163862242359636,2245,957,796,492,not_evaluated,not_evaluated
This place is number 6 on TripAdvisor... or was it 9?,1.7927989130434785,0.020362469483073,1472,633,511,328,not_evaluated,not_evaluated
I think cannabis is much stronger now than when we were teenagers.,1.7913223140495869,0.0178954292936277,1936,844,652,440,not_evaluated,not_evaluated
