caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
Ticking?  Actually I find your breathing more annoying.,1.748,0.0582370174442614,250,145,23,82,sarcasm,negative
"Oh my, I just noticed the time.",1.7031893004115226,0.0174467819231957,1944,949,623,372,irony,neutral
I think you’re making things out to be bigger than they are.,1.6668511344770338,0.0176570192292805,1807,910,589,308,unknown,neutral
My patients used to complain that I kept looking at my watch.,1.6633986928104576,0.0173826239037315,1836,922,610,304,wit-surprise,negative
"Jerry, is the big clock in the room with us now?",1.654867256637168,0.0191873914906926,1695,922,436,337,unknown,neutral
"Well, well, well, would you look at the time.",1.6445414847161572,0.0220060105602605,1145,593,366,186,sarcasm,neutral
"I must warn you, it’s an alarm clock.",1.6443381180223289,0.0175973013693672,1881,1001,548,332,unknown,neutral
"I considered a cuckoo clock, but that might seem insensitive.",1.6397423191278493,0.0171351243540929,2018,1092,561,365,unknown,negative
"In the time remaining, I want you to think about the time remaining.",1.6292756539235411,0.0169864513752215,1988,1075,575,338,unknown,neutral
"Yes, I bill by the minute. Why do you ask?",1.618516452872281,0.0175094842039999,1793,965,547,281,unknown,neutral
"Just to be clear: are you having ‘hallucinations, big time’, or ‘big time hallucinations’”",1.6141522029372497,0.0193423389843992,1498,820,436,242,not_evaluated,not_evaluated
And when did you start feeling inadequate about the size of your clock?,1.6123893805309737,0.0229888227653459,1130,641,286,203,not_evaluated,not_evaluated
"Used to have a cuckoo clock, but patients got offended.",1.6064690026954178,0.0178900714420387,1855,1059,467,329,not_evaluated,not_evaluated
"So I misheard you, and your problem isn't having a small clock?",1.598775737340011,0.0184256176945815,1797,1053,412,332,not_evaluated,not_evaluated
"Not sure why you're fixated on its size, maybe that's something we should explore?",1.5958549222797926,0.019581620448751,1351,733,431,187,not_evaluated,not_evaluated
"So, I hear you saying you feel that you're constantly pressed for time. Where do you think that feeling comes from?",1.5922155688622754,0.0175175162101435,1670,907,537,226,not_evaluated,not_evaluated
