rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
4,"No, thanks--you never know who goes into those things.",1.862698463714084,0.0070571721444335,15557,7241,3211,5105,sarcasm,neutral
0,"He offered us a franchise, but I think it’s a pyramid scheme.",2.010114734299517,0.0066051900386275,13248,3762,5590,3896,wit-surprise,negative
1,"Finally, hotdogs are at the top of the food pyramid.",1.9126519585772173,0.0075146314272185,11105,4009,4057,3039,incongruity-absurdity,positive
3,I think it's safe to assume it contains preservatives.,1.8653284327584585,0.0076685159942164,10611,4121,3798,2692,incongruity-absurdity,neutral
2,Of course it’s kosher – who do you think built this place?,1.9107179382286763,0.0081814476745412,9778,3675,3301,2802,unknown,neutral
6,He must be the only one in the whole Middle East actually making concessions.,1.8106021616057644,0.0081727968029205,9715,4246,3063,2406,irony,neutral
8,No thanks. Those things always get stuck in my sarcophagus.,1.8069199876428792,0.0080726935673778,9711,4191,3204,2316,sarcasm,negative
5,We did it. All seven vendors of the ancient world.,1.8194876192517957,0.0082647212744386,9329,3966,3081,2282,irony,positive
12,It's an old recipe he got from his mummy.,1.7268147469658806,0.0082997335267823,8734,4146,2828,1760,wit-surprise,neutral
10,Never eat anything with an expiration date ending in BC.,1.790331974373908,0.0085352337686197,8585,3773,2839,1973,incongruity-absurdity,negative
14,The korean taco truck at Stonehenge was better.,1.702962962962963,0.0085229164472387,8100,3943,2620,1537,irony,positive
16,It would seem more exotic if we weren't in New Jersey.,1.6887204896531622,0.0093013040492078,6862,3437,2124,1301,incongruity-absurdity,neutral
17,This place has been around forever.,1.6808448225286008,0.0088781819081897,6818,3267,2460,1091,incongruity-absurdity,neutral
19,I hear their wraps are to die for.,1.6676557863501484,0.0092799729203668,6740,3448,2084,1208,sarcasm,neutral
25,WOW !! Now THAT’S a pop-up.,1.62390625,0.0091299695162612,6400,3363,2081,956,sarcasm,positive
11,Did you tell him he was missing the point?,1.789826627412496,0.0102529083833823,6114,2742,1915,1457,sarcasm,negative
7,"Look, It was either this or Pizza Tut",1.8082681184076217,0.0104035208977715,5878,2541,1923,1414,sarcasm,neutral
31,But if you REALLY loved me you'd go back for extra mustard.,1.5992477346554967,0.0094686196399015,5849,3175,1843,831,sarcasm,positive
36,"Sorry, we haven't had kosher hot dogs on the menu since the Exodus.",1.5905272564789992,0.0097165024948976,5595,3092,1702,801,incongruity-absurdity,negative
21,He really ought to put up a sign about the escalator on the other side.,1.6533598265895957,0.0099634167526876,5536,2813,1829,894,incongruity-absurdity,neutral
9,Pretty steep for two hot dogs.,1.803731479787818,0.0104710290631921,5467,2280,1980,1207,irony,neutral
40,Pretty steep for a just a hotdog,1.5647801683816651,0.0107514882507761,4276,2392,1353,531,irony,negative
30,"Technically, it's a polyhedron scheme.",1.603886756238004,0.0115252351547114,4168,2306,1207,655,wit-surprise,neutral
28,Why are they wrapped in gauze?,1.61014911014911,0.0114776820945507,4158,2265,1249,644,unknown,neutral
20,An to think--at the very spot where Moses founded Hebrew National!,1.6548892759392884,0.0119092715166053,4019,2078,1250,691,unknown,neutral
18,"According to the legend, if we both eat these we will toot in common.",1.6733436055469957,0.0126829589575656,3894,2063,1040,791,incongruity-absurdity,neutral
37,And all I have to do is get five more people to buy hot dogs?,1.581035815511466,0.0116984000859333,3881,2184,1139,558,unknown,neutral
33,"I just find the name ""pharaohs in a blanket"" unappetizing.",1.5950575680988486,0.0122361691344136,3561,1962,1079,520,incongruity-absurdity,negative
42,This is where Nathan's first started 4070 years ago,1.5440296380735252,0.0119860090022603,3509,2049,1011,449,incongruity-absurdity,neutral
48,I've got great news: they're Hebrew National!,1.5314769975786926,0.0122390647094253,3304,1954,944,406,unknown,positive
