rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
1,It's annoying until the vultures land. Then it's awesome for 5 minutes.,1.7860262008733625,0.0536914504386212,229,105,68,56,irony,negative
0,This saddest part is he's going in the wrong direction.,1.7901785714285714,0.0512375656501288,224,94,83,47,self-deprecating,negative
2,"Let it go, Dad—it’s just a quarter.",1.7486033519553073,0.0581360374140811,179,82,60,37,incongruity-absurdity,neutral
4,That's Lawrence of Suburbia.,1.732484076433121,0.0615429604383093,157,73,53,31,wit-surprise,neutral
6,Well - looks like at least one child was left behind.,1.7054794520547945,0.0623639251570917,146,69,51,26,irony,negative
13,He's been off the Camels for a week now.,1.6643356643356644,0.0619331824815543,143,71,49,23,sarcasm,neutral
5,"And if he survives, the co-op board runs a credit check.",1.707142857142857,0.0653053768677157,140,68,45,27,irony,neutral
10,"Of all the sandboxes, on all the roofs, in all the world, he crawls into mine.",1.6746031746031746,0.0674519135755149,126,63,41,22,irony,neutral
9,His parents never picked him up.,1.6829268292682926,0.0686080189578795,123,61,40,22,incongruity-absurdity,negative
11,My dad's second childhood is really ruining my first.,1.6666666666666667,0.0679733335403905,123,62,40,21,self-deprecating,negative
7,"Well, they didn't specify who would come if we built it.",1.6967213114754098,0.0687525484616354,122,59,41,22,wit-surprise,neutral
14,"Are we in his mirage, or is he in our sandbox?",1.6578947368421053,0.0724715571127486,114,60,33,21,wit-surprise,neutral
8,We're going to need a bigger scooper,1.688073394495413,0.0698248472560395,109,51,41,17,incongruity-absurdity,negative
16,I'm just saying... yesterday there were two guys and this one was a lot thinner.,1.619047619047619,0.0745940814867267,105,58,29,18,sarcasm,neutral
92,Your cat looks sick.,1.4951456310679612,0.0728440834951006,103,67,21,15,irony,negative
12,Should we tell him we found his car keys 2 hours ago?,1.6666666666666667,0.072845130202647,102,50,36,16,sarcasm,neutral
24,"I call him ""Lawrence of Astoria.""",1.59,0.0683056115239192,100,52,37,11,wit-surprise,neutral
17,And he refuses to ask for directions.,1.616161616161616,0.0637375550515375,99,46,45,8,irony,negative
3,Isn't this the same guy who got shipwrecked in our wading pool?,1.7474747474747474,0.0777749666852055,99,45,34,20,irony,negative
15,It's post traumatic sandbox disorder. I had it in kindergarten.,1.627659574468085,0.0828237117491681,94,54,21,19,incongruity-absurdity,negative
21,Let's live with Mom.,1.6,0.075451202078768,90,48,30,12,incongruity-absurdity,neutral
22,I think he lost more than his contact lens.,1.595505617977528,0.0761682943973293,89,48,29,12,irony,negative
23,Mom took the beach house in the divorce,1.595505617977528,0.0761682943973293,89,48,29,12,irony,neutral
18,"Of all the sandboxes in all the towns in all the world, he crawls into ours.",1.6067415730337078,0.0776604693556102,89,48,28,13,sarcasm,neutral
42,He'll NEVER ask for directions.,1.556818181818182,0.0701877511690827,88,47,33,8,sarcasm,negative
19,"Of all the sandboxes, in all of the towns, he crawls into mine.",1.6022727272727273,0.0750126647740768,88,46,31,11,irony,neutral
27,But what if it's not a metaphor?,1.5813953488372092,0.0801249302896286,86,49,24,13,wit-surprise,neutral
35,"Last time, I lured him out with a Martini.",1.569767441860465,0.0767690545455592,86,48,27,11,sarcasm,neutral
30,I guess we'll have to bury him deeper.,1.576470588235294,0.0843104683104807,85,51,19,15,unknown,negative
25,No use sharing your bucket with him. It's clear he's beyond the pail.,1.5833333333333333,0.0850370870684627,84,50,19,15,sarcasm,negative
